Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Cct8,0.718006398,0.753026495,0.535150425,0.156170903,987.8867519,1113.124797,996.7981662,1084.657135,1151.594161,1215.336007,0.732360125,1,1,1,0,0,0,ENSMUSG00000025613
Arhgef9,-0.477880902,-0.701490818,-1.971217076,-0.723625634,1944.566815,1587.467751,2445.834964,1289.896158,1248.231433,1080.298673,0.000276866,1,1,1,1,0,1,ENSMUSG00000025656
Marchf8,-0.506835349,-0.456019065,-0.589882552,-0.066435228,1215.110457,1346.230477,1208.199657,1202.825057,1140.319813,1258.450337,0.934990995,1,1,1,0,0,0,ENSMUSG00000025702
Il6,13.03415392,5.783562555,5.04525822,2.717991968,0,0,4.013952347,6.219364309,12.07965903,4.880867498,0.334989414,1,0,0,0,0,0,ENSMUSG00000025746
Hspa4l,1.173048922,-0.479976856,-1.187767855,-0.397969302,1595.44198,1531.450107,2253.165251,1404.332461,1408.488243,1266.585116,0.122161072,1,1,1,0,0,0,ENSMUSG00000025757
Jade1,-0.595000866,-0.676679984,-0.691306152,-0.138290163,1134.168107,1526.932555,1226.931434,1140.631414,1066.231237,1326.782482,0.844943408,1,1,1,0,0,0,ENSMUSG00000025764
Itih5,-1.930191042,-1.335030783,-1.451392215,-0.169410384,14711.02829,20659.66852,15456.39251,14999.86284,12636.93397,17561.36126,0.78253095,1,1,1,0,0,0,ENSMUSG00000025780
Clec3b,1.472052746,-1.123476917,-1.53091022,-0.275044526,82.89276793,103.0001842,89.64493576,59.70589737,72.4779542,94.3634383,0.83751043,1,1,1,0,0,0,ENSMUSG00000025784
Rassf3,-1.310117001,-0.43407841,-0.648627506,-0.227727661,3044.602606,3740.533004,3034.547975,2646.96145,2448.144231,3291.33165,0.53827045,1,1,1,0,0,0,ENSMUSG00000025795
Ccr1,2.953522059,2.758290199,3.517564577,2.250684784,17.55376262,25.29829085,2.675968232,59.70589737,94.22134045,69.95910081,0.000151596,1,0,1,1,1,0,ENSMUSG00000025804
Pard3,0.485763923,-0.483395965,-0.473662783,-0.101872076,1534.003811,1453.748214,1624.312717,1464.038358,1380.302372,1452.058081,0.866302373,1,1,1,0,0,0,ENSMUSG00000025812
Nudt5,-0.475707079,0.593084119,0.791041755,0.276085877,221.3724508,229.4916384,198.0216491,278.627521,282.6640214,226.9603387,0.609028285,1,1,1,0,0,0,ENSMUSG00000025817
Hk3,3.721048595,1.580015345,2.143594753,2.325158194,17.55376262,41.56147783,37.46355524,143.0453791,256.0887715,82.97474747,5.23E-07,1,1,1,1,1,0,ENSMUSG00000025877
Smad7,-1.877093735,-0.55709116,-0.895022096,0.023573467,1042.498458,1208.896899,1077.077213,1128.192686,1048.514404,1208.014706,0.982708593,1,1,1,0,0,0,ENSMUSG00000025880
Sox17,-2.46542781,-0.467406142,-1.328264579,0.012511597,1818.764849,1960.617541,1613.608844,1832.224725,1630.753969,1980.818726,0.993983846,1,1,1,0,0,0,ENSMUSG00000025902
Rdh10,0.783126822,1.556790367,1.122565961,0.626617382,98.49611248,133.7195374,84.29299929,160.4595992,161.0621204,170.0168845,0.114959167,1,1,1,0,0,0,ENSMUSG00000025921
Slc39a10,-2.110796218,-0.917099033,-0.895855472,-0.161049845,8961.195818,10843.93167,10046.92273,8274.242277,7787.353523,10635.41028,0.759462103,1,1,1,0,0,0,ENSMUSG00000025986
Slc40a1,-3.658838749,-0.896672804,-0.703463315,-0.348992084,2584.303941,2970.742154,2791.034865,2146.924559,1776.515188,2629.160626,0.178979834,1,1,1,0,0,0,ENSMUSG00000025993
Cd28,-2.457122579,-1.709951892,1.395550762,1.64786411,16.57855359,49.69307131,16.05580939,110.7046847,107.1063101,44.7412854,0.008545227,1,1,1,1,1,0,ENSMUSG00000026012
Nop58,1.702968371,1.287493485,1.06463336,-0.001826761,543.1914322,528.5535767,606.1068044,578.4008807,518.6200278,577.5693206,0.998104,1,1,1,0,0,0,ENSMUSG00000026020
Trak2,0.567950357,-0.401676391,-0.820626918,-0.283608897,4475.234259,4730.780389,4693.648278,3722.911475,3500.685188,4194.292137,0.152534948,1,1,1,0,0,0,ENSMUSG00000026028
Tex30,0.892047589,0.711843398,1.327954714,0.205278871,37.05794331,27.10531163,26.75968232,31.09682154,37.8495983,35.79302832,0.942908662,1,1,1,0,0,0,ENSMUSG00000026049
Slc9a2,-0.492275416,-0.474013581,-1.186181109,-0.431255753,284.7610381,350.5620304,275.6247278,192.8002936,208.575446,273.3285799,0.255601535,1,1,1,0,0,0,ENSMUSG00000026062
Il18rap,3.472959476,2.037225031,4.588107815,3.28476394,8.77688131,9.938614263,10.70387293,82.09560888,146.5665296,56.12997623,5.22E-10,1,0,1,1,1,0,ENSMUSG00000026068
Il1r2,4.142776133,3.714517208,3.999303582,1.729227012,6.826463241,0,4.013952347,8.707110033,21.74338626,4.880867498,0.488282882,1,0,0,0,0,0,ENSMUSG00000026073
Npas2,1.95424956,-1.738918482,-1.494216076,-0.473242548,249.6535128,200.579306,297.0324737,157.9718534,203.7435824,173.2707962,0.227813566,1,1,1,0,0,0,ENSMUSG00000026077
Eif5b,0.542013414,0.386410478,0.553387969,-0.048991719,1691.987675,1823.283962,2337.45825,2063.585078,1911.80737,1679.831897,0.96571605,1,1,1,0,0,0,ENSMUSG00000026083
Nabp1,2.183578625,1.028317552,1.623462519,1.233270544,131.6532197,137.3335789,155.2061574,345.7966556,375.2747406,274.1420578,1.12E-07,1,1,1,1,1,0,ENSMUSG00000026107
Ptpn18,-1.043710863,0.739856493,2.177872797,1.432784087,19.50418069,35.23690511,33.44960289,73.38849885,79.72574962,83.78822538,0.002112265,1,1,1,1,1,0,ENSMUSG00000026126
Prim2,-0.555381929,0.7308658,1.203998454,0.21647954,147.2565642,134.6230477,103.0247769,145.5331248,154.6196356,148.8664587,0.84032105,1,1,1,0,0,0,ENSMUSG00000026134
Fam135a,-0.448543945,-0.486969759,-0.506863003,-0.231887268,1348.714095,1634.450291,1489.176321,1370.747894,1172.532237,1268.212072,0.441892039,1,1,1,0,0,0,ENSMUSG00000026153
Sphkap,0.928181813,-1.409305832,-2.910379904,-0.47522938,456.3978281,328.8777811,504.4200116,383.1128414,314.0711348,231.8412062,0.224283534,1,1,1,0,0,0,ENSMUSG00000026163
Slc11a1,0.908634707,0.832203406,1.906453599,1.803558603,18.52897166,73.18434139,24.08371408,129.3627776,193.2745445,86.22865913,0.000902939,1,1,1,1,1,0,ENSMUSG00000026177
Cxcr2,2.222070442,3.455429847,6.351222548,3.483422634,0.975209034,0,0,3.731618585,0,8.94825708,NA,1,0,0,0,0,0,ENSMUSG00000026180
Ncl,0.782389291,0.650705475,0.606272709,-0.170605315,7066.364664,8277.962171,9312.369446,8323.997191,6754.945331,6829.147108,0.715062554,1,1,1,0,0,0,ENSMUSG00000026234
Epha4,-1.201789951,-0.500194292,-1.257023282,-0.646454492,1882.153437,1903.696387,1890.571556,1220.239277,1090.390555,1316.207269,1.47E-05,1,1,1,1,0,1,ENSMUSG00000026235
Eif4e2,0.434720198,0.490664493,0.49063271,0.177175576,407.6373764,467.1148704,442.8727423,466.4523232,542.7793459,479.1384927,0.760506271,1,1,1,0,0,0,ENSMUSG00000026254
Gpr35,2.387707872,3.731081842,3.652962199,2.595886042,5.851254207,13.55265581,10.70387293,60.94977023,78.92043901,42.30085165,9.62E-06,1,0,1,1,1,0,ENSMUSG00000026271
Dtymk,-0.692845836,0.706899975,0.929845286,0.222770066,81.9175589,98.48263224,100.3488087,121.8995405,126.4337645,79.7208358,0.877992584,1,1,1,0,0,0,ENSMUSG00000026281
Actr3,1.616685644,0.709187397,0.460749184,0.320064413,3143.098718,4082.963441,3081.377419,4241.606459,4286.668335,4343.972073,0.157672128,1,1,1,0,0,0,ENSMUSG00000026341
Lypd1,-1.551777679,-1.158399826,-1.485872125,-0.459871776,192.1161798,199.6757956,173.9379351,155.4841077,137.708113,120.3947316,0.258310654,1,1,1,0,0,0,ENSMUSG00000026344
Ptprc,2.36834774,2.021260298,3.009125274,2.812853062,304.2652188,359.5971342,272.9487596,2495.208961,2684.100237,1417.892008,5.46E-40,1,1,1,1,1,0,ENSMUSG00000026395
Srgap2,-0.574094963,-0.587096524,-0.442882016,0.043534615,4053.943956,4494.060668,4021.980252,4157.023104,4016.889284,4781.623192,0.959569691,1,1,1,0,0,0,ENSMUSG00000026425
Rassf5,0.635918995,0.900174918,1.120405746,0.922546944,75.09109565,98.48263224,163.2340621,226.3848608,231.9294534,174.897752,0.014423446,1,1,1,1,1,0,ENSMUSG00000026430
Xpr1,-1.068767795,-0.542561433,-0.688500387,-0.145852993,2962.685047,2839.733148,3070.673546,2679.302144,2541.56026,2797.550554,0.691241886,1,1,1,0,0,0,ENSMUSG00000026469
Ifi211,5.573965129,1.88695737,4.692339802,3.914565773,14.62813552,9.035103875,5.351936463,138.0698877,217.4338626,92.73648246,1.10E-16,1,0,1,1,1,0,ENSMUSG00000026536
Uck2,0.465130751,0.730592306,0.931888986,0.1031138,272.0833206,308.0970421,254.216982,292.3101225,316.4870667,288.7846603,0.924299708,1,1,1,0,0,0,ENSMUSG00000026558
Mpzl1,-1.930899263,-0.368811389,-0.637528908,-0.303592064,2304.418948,2667.162664,2290.628806,1675.496745,1796.647953,2409.521588,0.313178663,1,1,1,0,0,0,ENSMUSG00000026566
Atp1b1,1.142530248,-0.95979029,-1.723985269,-0.133907566,3037.776142,2639.153842,3374.39594,2821.103651,2482.772587,2942.349623,0.811443107,1,1,1,0,0,0,ENSMUSG00000026576
Selp,10.46915908,4.088334715,5.978508816,4.296714819,3.900836138,1.807020775,1.337984116,27.36520296,82.14168142,31.72563874,1.76E-06,1,0,1,1,1,0,ENSMUSG00000026580
Sell,4.437251093,3.256488246,4.88603413,3.850593087,13.65292648,20.78073891,4.013952347,182.8493107,284.2746426,110.6329966,2.66E-17,1,0,1,1,1,0,ENSMUSG00000026581
Sele,7.691952256,3.196841367,5.612590454,3.691828129,0,0,4.013952347,16.1703472,22.54869686,5.694345414,0.035349088,1,0,0,1,1,0,ENSMUSG00000026582
Smyd2,-1.12154681,0.63610841,1.060567528,0.091675929,104.3473667,100.289653,70.91315814,114.4363033,99.05320407,82.97474747,0.96571605,1,1,1,0,0,0,ENSMUSG00000026603
Slc30a10,0.432396442,-0.751879653,-1.484572494,-0.065667219,484.6788901,539.3957014,527.1657416,476.4033061,480.7704295,523.8797781,0.947983693,1,1,1,0,0,0,ENSMUSG00000026614
Mark1,0.567458268,-0.549918022,-1.120777027,-0.072959162,677.770279,865.5629513,786.7346601,750.0553357,730.4167162,735.3840364,0.93791315,1,1,1,0,0,0,ENSMUSG00000026620
Irf6,-2.678894434,-0.98597584,-0.931976728,-0.282948418,766.5143011,1047.168539,650.2602803,742.5920985,575.7970806,711.7931768,0.551437108,1,1,1,0,0,0,ENSMUSG00000026638
Fcgr2b,1.70182553,0.771727563,1.829868159,1.382183088,122.8763383,160.824849,104.362761,368.1863671,380.9119148,269.2611903,6.45E-08,1,1,1,1,1,0,ENSMUSG00000026656
Nek6,1.787098888,0.883843241,0.980499691,0.216876315,330.5958627,390.3164874,326.4681242,380.6250957,393.7968845,443.3454644,0.685967742,1,1,1,0,0,0,ENSMUSG00000026749
Stxbp1,0.52518668,-0.36240341,-1.193660797,-0.350587404,1973.823086,1834.126087,2195.631934,1569.767552,1628.338038,1507.374579,0.063827446,1,1,1,0,0,0,ENSMUSG00000026797
Ddx31,0.676759015,1.062042811,0.898982488,0.223692221,213.5707786,208.7108995,169.9239827,243.7990809,228.708211,222.0794712,0.760382601,1,1,1,0,0,0,ENSMUSG00000026806
Eng,-0.281883101,0.356876838,-0.536372417,-0.141568239,4208.026984,5821.317427,3716.919874,3913.224023,3933.942292,4617.300653,0.852343822,1,1,1,0,0,0,ENSMUSG00000026814
Lcn2,6.777748367,2.079034538,1.882600933,2.052758889,61.43816917,77.70189333,26.75968232,211.4583865,293.9383698,193.6077441,3.22E-09,1,1,1,1,1,0,ENSMUSG00000026822
Nr4a2,-1.31437713,-0.802145202,-1.092334538,-0.5389782,523.6872515,710.1591646,758.6369936,463.9645775,390.5756421,515.744999,0.039025442,1,1,1,1,0,1,ENSMUSG00000026826
Gpd2,-1.496599879,-0.640444002,-0.865646327,-0.186203889,3683.364523,4260.051477,3563.0517,3251.483661,3081.118364,3781.858833,0.611094292,1,1,1,0,0,0,ENSMUSG00000026827
Cytip,3.380640452,2.742359501,4.400225274,3.531223744,20.47938972,21.6842493,10.70387293,227.6287337,281.8587108,115.5138641,1.61E-18,1,1,1,1,1,0,ENSMUSG00000026832
Traf1,2.806853369,0.97600512,1.576759706,1.464761422,95.57048538,66.85976868,80.27904695,281.1152668,259.3100139,130.9699445,2.76E-05,1,1,1,1,1,0,ENSMUSG00000026875
Dab2ip,-1.253173104,-0.366678626,-1.095764527,-0.035167424,3387.876186,3546.278271,3086.729355,3239.044932,3139.100727,3404.40508,0.966743412,1,1,1,0,0,0,ENSMUSG00000026883
Egfl7,-1.906009571,0.528848756,0.662313728,0.135589968,1009.341351,991.1508951,970.0384839,954.050485,1232.930532,1072.977372,0.824707744,1,1,1,0,0,0,ENSMUSG00000026921
Nmi,2.376237575,0.393008972,0.784682846,0.394341471,155.0582365,128.298475,199.3596332,192.8002936,223.8763474,213.1312141,0.422044807,1,1,1,0,0,0,ENSMUSG00000026946
Psd4,2.345093848,1.752107891,3.739414627,3.458113726,13.65292648,6.324572713,18.73177762,146.7769977,180.3895749,85.41518122,3.80E-14,1,0,1,1,1,0,ENSMUSG00000026979
Il1rn,7.623690584,4.351296596,9.752318853,8.309935853,0.975209034,0,0,115.6801761,195.6904763,48.80867498,4.56E-09,1,0,1,1,1,0,ENSMUSG00000026981
Itprid2,-0.672148584,-0.72286346,-0.742703802,-0.18040617,5277.831295,6468.230864,5816.216951,4970.515956,4521.819031,6005.093978,0.675577174,1,1,1,0,0,0,ENSMUSG00000027007
Hat1,0.957161895,0.652881101,0.884091801,0.415185986,137.5044739,180.7020775,136.4743798,211.4583865,205.3542036,191.9807883,0.342843919,1,1,1,0,0,0,ENSMUSG00000027018
Cers6,2.166136322,1.117017309,1.549518686,0.986660817,278.9097839,215.0354722,224.7813314,485.1104161,560.4961791,379.8941869,2.24E-05,1,1,1,1,1,0,ENSMUSG00000027035
Timm10,0.439627719,1.132102456,0.772760484,0.321979816,175.5376262,136.4300685,153.8681733,221.4093694,204.548893,157.8147158,0.609544059,1,1,1,0,0,0,ENSMUSG00000027076
Ube2l6,3.1230847,0.526819967,0.53653415,0.646373812,354.0008795,465.3078496,460.2665358,579.6447536,724.779542,693.8966626,0.00300379,1,1,1,1,1,0,ENSMUSG00000027078
Slc12a6,-1.386623543,-0.389425479,-0.661215342,-0.202165024,1816.814431,2055.486132,1905.289381,1736.446515,1479.355576,1808.361408,0.544786693,1,1,1,0,0,0,ENSMUSG00000027130
Nat10,0.422795887,1.044971728,1.203667866,0.142108459,330.5958627,309.0005525,330.4820766,328.3824355,422.7880661,317.2563874,0.878803254,1,1,1,0,0,0,ENSMUSG00000027185
Mtch2,0.38094644,0.47079791,0.575461946,0.247448627,517.8359973,533.0711286,489.7021864,635.6190324,632.1688227,563.740196,0.459592015,1,1,1,0,0,0,ENSMUSG00000027282
Siglec1,2.621053558,1.489146774,0.980316524,1.831558651,82.89276793,161.7283594,62.88525344,303.5049783,425.2039979,375.0133194,4.54E-09,1,1,1,1,1,0,ENSMUSG00000027322
Hdc,5.102411407,2.71840679,2.133474348,1.087854265,24.38022586,4.517551938,8.027904695,29.85294868,35.4336665,13.82912458,0.50454518,1,0,1,0,0,0,ENSMUSG00000027360
Dusp2,4.593228366,1.549660685,4.765283595,1.581581361,3.900836138,3.61404155,10.70387293,11.19485576,30.60180288,10.57521291,0.317921577,1,0,1,0,0,0,ENSMUSG00000027368
Fbln7,0.629863581,-1.524096375,-2.015786286,-0.186009081,122.8763383,182.5090983,117.7426022,145.5331248,73.2832648,155.374282,0.918022612,1,1,1,0,0,0,ENSMUSG00000027386
Il1b,5.843132106,4.322203673,5.820949093,4.156418173,4.876045172,0,9.36588881,57.21815164,157.0355674,33.35259457,0.016577878,1,0,1,1,1,0,ENSMUSG00000027398
Nop56,1.046950664,0.857766723,1.799979917,0.504764763,209.6699424,256.5969501,218.0914109,348.2844013,322.9295515,302.6137849,0.07012703,1,1,1,0,0,0,ENSMUSG00000027405
Lpin3,3.890323812,2.002673043,2.097343506,0.752577963,44.85961559,35.23690511,49.50541228,78.36399029,74.893886,64.26475539,0.20446278,1,1,1,0,0,0,ENSMUSG00000027412
Rrbp1,0.578609695,0.575810234,0.746250226,0.217001801,1705.640601,1929.898188,2010.990126,2262.604736,2233.1263,2066.233908,0.428389461,1,1,1,0,0,0,ENSMUSG00000027422
Cst3,-0.523508821,-0.594006089,-0.8884222,0.047290526,2953.908165,3002.365018,2789.696881,3016.39169,2804.091517,3218.932115,0.954559827,1,1,1,0,0,0,ENSMUSG00000027447
Zbp1,6.578971778,1.908877645,4.132759887,3.472304509,66.31421434,44.27200899,46.82944405,537.3530763,882.62042,330.272034,1.38E-28,1,1,1,1,1,0,ENSMUSG00000027514
Phactr3,0.773874457,-1.304144261,-2.012797247,-0.724165184,521.7368334,410.1937159,640.8943915,384.3567143,308.4339606,260.3129332,0.007079878,1,1,1,1,0,1,ENSMUSG00000027525
Ptpn1,1.426483054,0.541989529,0.748185051,0.514832497,695.3240416,753.5276632,662.3021373,950.3188664,1130.656085,936.3130817,0.006408326,1,1,1,1,1,0,ENSMUSG00000027540
Car13,5.691443578,2.652203064,3.744936483,1.862064812,10.72729938,18.07020775,4.013952347,47.26716875,49.12394673,26.84477124,0.016577878,1,0,1,1,1,0,ENSMUSG00000027555
Psma7,1.004923187,0.897078135,0.651961135,0.045054785,422.2655119,480.6675262,377.3115206,419.1851544,446.1420736,457.174589,0.9703233,1,1,1,0,0,0,ENSMUSG00000027566
Oprl1,1.388154564,-1.151850571,-1.778595337,-0.513658471,117.0250841,86.7369972,103.0247769,73.38849885,87.77885564,53.68954248,0.44383296,1,1,1,0,0,0,ENSMUSG00000027584
Procr,0.988111514,1.716388614,1.265900621,0.639480034,214.5459876,205.096858,121.7565545,276.1397753,330.9826575,240.7894632,0.076449963,1,1,1,0,0,0,ENSMUSG00000027611
Eif6,1.575521181,0.966825961,0.958071573,0.567513311,86.79360407,101.1931634,57.53331698,115.6801761,129.655007,121.2082095,0.288682294,1,1,1,0,0,0,ENSMUSG00000027613
Afg2a,1.165056005,0.660098693,0.844325126,0.224001376,244.7774677,339.7199057,278.3006961,340.8211641,362.389771,305.8676965,0.73262509,1,1,1,0,0,0,ENSMUSG00000027722
Bche,-4.857246858,-0.856330225,-1.421784275,-0.608927297,2095.724215,2697.882017,2055.143602,1425.4783,1220.850873,1844.967914,0.005824848,1,1,1,1,0,1,ENSMUSG00000027792
Smad9,-1.51339371,-0.78823671,-1.650095877,-0.693493936,203.8186882,230.3951488,207.3875379,140.5576334,140.9293554,116.327342,0.01807197,1,1,1,1,0,1,ENSMUSG00000027796
Nbea,-0.518627423,-0.640824086,-1.126559816,-0.497887083,4544.474101,3876.963073,5297.079114,3378.358693,3184.198121,3149.786492,0.004706314,1,1,1,1,0,1,ENSMUSG00000027799
Ppid,0.542494869,0.584626286,0.498150074,0.043651102,718.7290584,742.6855386,757.2990095,742.5920985,765.8503827,776.8714101,0.965468945,1,1,1,0,0,0,ENSMUSG00000027804
Pfn2,-0.560883814,-0.698647949,-1.113884728,-0.448584083,702.1505048,636.0713128,685.0478673,557.2550421,521.8412702,405.9254803,0.067978441,1,1,1,0,0,0,ENSMUSG00000027805
Ptx3,5.247317498,2.267198012,6.54518551,6.417343197,0,0,0,14.92647434,16.91152265,17.89651416,0.000249455,1,0,1,1,1,0,ENSMUSG00000027832
Serpini1,0.525967182,-0.711571159,-1.552834018,-0.410595464,1461.838343,1685.046873,1475.79648,1328.456216,948.6558894,1205.574272,0.07551588,1,1,1,0,0,0,ENSMUSG00000027834
Casq2,0.604459345,-1.061955879,-2.024161592,-0.317535129,594.877511,725.5188412,524.4897734,420.4290273,431.6464828,628.0049514,0.47942976,1,1,1,0,0,0,ENSMUSG00000027861
Hmgcs2,-1.977006317,-0.823287217,-1.355622375,-0.305799762,1061.02743,1348.941009,1091.795038,760.0063186,867.3195185,1203.133838,0.445164739,1,1,1,0,0,0,ENSMUSG00000027875
Ampd2,1.119515397,0.524766132,0.77896197,0.184436276,225.273287,280.0882201,198.0216491,261.213301,278.6374684,261.9398891,0.834423749,1,1,1,0,0,0,ENSMUSG00000027889
Slc16a4,-3.485740036,-0.813138693,-0.688711508,-0.122139175,1507.673167,1781.722484,1301.858545,1323.480725,1312.656282,1584.654981,0.873424781,1,1,1,0,0,0,ENSMUSG00000027896
S100a11,1.244196019,1.378654943,0.825128938,-0.042061934,440.7944836,471.6324223,437.5208059,488.8420347,388.9650209,436.8376411,0.972093542,1,1,1,0,0,0,ENSMUSG00000027907
Tpm3,1.977373918,0.938150215,0.653027495,0.348958243,1479.392105,1546.809783,1424.953083,1928.002936,1953.683521,1790.464894,0.047691761,1,1,1,1,1,0,ENSMUSG00000027940
Pmvk,-0.307032084,0.381454975,-0.965609991,-0.041229791,236.9757954,218.6495138,232.8092361,213.9461322,226.2922792,227.7738166,0.97723131,1,1,1,0,0,0,ENSMUSG00000027952
Tlr2,4.167906339,0.585572372,1.651485413,1.688365458,39.00836138,56.92115441,37.46355524,161.703472,151.3983932,121.2082095,6.18E-07,1,1,1,1,1,0,ENSMUSG00000027995
Gar1,0.699793302,1.101095988,1.051368032,-0.29478432,63.38858724,75.89487255,68.2371899,46.02329589,49.12394673,73.21301247,0.849781512,1,1,1,0,0,0,ENSMUSG00000028010
Ctso,-0.455413423,-0.36960703,-0.653015173,-0.06269172,1026.895113,1101.379162,792.0865965,950.3188664,872.1513822,978.6139334,0.953519447,1,1,1,0,0,0,ENSMUSG00000028015
Gstcd,1.596038496,0.808156622,0.926250681,0.242516296,130.6780106,148.1757036,100.3488087,128.1189048,158.6461886,162.6955833,0.81418661,1,1,1,0,0,0,ENSMUSG00000028018
Fubp1,0.456403329,0.717615635,0.692895416,0.012632537,2722.783624,2647.285435,2690.686057,2855.932091,2618.064768,2660.072786,0.991090427,1,1,1,0,0,0,ENSMUSG00000028034
Ptgfr,-1.494580658,-1.304551798,-1.948599501,-0.552835917,413.4886306,630.6502505,369.283616,329.6263084,241.5931807,394.5367894,0.143461179,1,1,1,0,0,0,ENSMUSG00000028036
Adam15,-0.794523497,0.723051876,-0.655383726,-0.049645442,2692.552144,3257.154947,2623.786851,2748.959025,2548.808056,2988.717865,0.958674623,1,1,1,0,0,0,ENSMUSG00000028041
Gpatch4,0.84429239,1.623080212,1.611384788,0.457242168,78.01672276,98.48263224,112.3906657,119.4117947,163.4780522,111.4464745,0.461763461,1,1,1,0,0,0,ENSMUSG00000028069
Fmo5,-1.765872076,-0.75974962,-1.392757107,-0.30394367,480.778054,654.1415206,437.5208059,434.1116288,400.2393693,442.5319865,0.461720611,1,1,1,0,0,0,ENSMUSG00000028088
Abca4,1.65170839,-1.057429639,0.843719424,1.041753254,176.5128352,213.2284515,195.3456809,348.2844013,331.7879681,523.0663002,4.24E-05,1,1,1,1,1,0,ENSMUSG00000028125
Ccn1,1.978637283,2.517741299,2.500770855,0.309339146,115.0746661,215.9389826,212.7394744,185.3370564,255.2834609,230.2142503,0.719520856,1,1,1,0,0,0,ENSMUSG00000028195
Rps20,0.367276305,0.377489018,0.861570331,0.262235524,919.6221195,968.5631354,957.9966269,1059.779678,1095.222419,1256.009903,0.317966069,1,1,1,0,0,0,ENSMUSG00000028234
Polr1e,0.702498903,1.781909003,1.212751303,0.2321482,45.83482462,65.95625829,68.2371899,55.97427878,81.33637082,72.39953456,0.902907207,1,1,1,0,0,0,ENSMUSG00000028318
Anp32b,0.429431108,0.589552904,0.970575343,-0.040362373,1893.855945,1899.178835,1938.738984,1971.538486,1883.621498,1720.505793,0.963355353,1,1,1,0,0,0,ENSMUSG00000028333
