Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated,GeneID
Zbtb47,#N/A,-4.07591086,#N/A,1.673921169,-0.48251174,-0.519715348,-1.34399373,80.4377915,1.201340177,68.09072247,230.0755432,75.07246612,110.8462184,176.9604962,37.10335408,127.6966481,45.11641623,321.4647664,498.9304083,340.6122391,769.0458407,142.1617683,168.1263196,18.20310936,0,8.291005956,19.42686424,26.14823687,59.12019057,395.5094942,426.9741254,452.7558867,382.8089422,281.9935914,173.7944468,391.1725459,426.9319252,497.9052235,384.6075785,250.0878036,264.6150906,112.1700816,39.10249279,63.47036583,61.32651105,51.93201494,47.86177443,195.0731429,337.2851229,128.2680747,211.1861702,138.4629992,188.3807393,1,0,1,0,1,0,1,1,1,0,1,1,1,ENSMUSG00000013419
Cad,#N/A,#N/A,#N/A,#N/A,-0.384952482,0.727831823,0.690021301,656.7509094,142.959481,393.3135153,255.3489931,396.2157934,220.2339339,503.8351245,761.2584717,378.2893185,602.9193805,439.4555795,110.1534668,46.28832993,226.6028162,487.8500968,239.920802,687.8174894,99.4806015,713.0265122,532.9717972,678.3599736,753.5853624,305.3369007,272.3800455,283.8626795,178.7177194,483.5707594,910.7425729,628.7062624,443.3130063,537.4876472,372.5346948,652.8154046,843.4606013,487.1089656,685.3798043,528.5728826,496.4527085,403.9156718,381.2717624,306.5435102,281.2407671,312.7767669,879.1870607,468.7417128,489.8909307,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000013629
Mcemp1,6.977549628,9.106745479,#N/A,#N/A,4.471429629,3.739435552,3.822763933,6.624288712,0,0,0,0,396.7127815,191.6428081,202.1493084,51.84675938,0,0,0,0,0,0,1.817581833,87.76499156,212.9905186,312.9854748,225.5205544,122.523167,182.0901869,21.42715093,23.13652896,0,0,0,0,2.021563545,145.3820944,83.33141817,44.84213919,10.34846084,17.71976053,35.31280348,21.72360711,66.59185923,29.2031005,26.54302986,11.35703122,28.93942229,190.5508096,597.9265638,324.4834719,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,ENSMUSG00000013974
Mertk,#N/A,#N/A,#N/A,-2.097204322,0.650172165,-0.428623769,-0.953119994,1264.292817,833.7300826,1731.83377,1305.504408,1214.714209,481.3059482,1208.586096,1750.254772,808.4253963,1344.264129,3001.541808,2219.268375,3133.6326,3397.036908,3547.907727,4204.975572,4528.023453,2506.145922,2586.793858,3662.386232,5625.606389,5707.069063,10565.371,6496.106336,6878.83719,5533.630127,9857.981291,5581.561567,8647.238063,5267.541379,3073.887688,2355.074657,9572.326275,6054.251515,8216.45848,7458.8005,8286.524483,10206.48362,8117.550958,9269.771125,2751.388779,1390.919011,1669.458327,1506.400923,2135.378914,2594.401764,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000014361
Srp19,#N/A,1.62562975,#N/A,#N/A,0.553810735,0.49865211,0.681793843,764.6321827,2627.330966,757.9572527,853.1968061,803.9009913,1149.300264,785.8900639,733.1110996,899.6372878,631.6298272,331.0966695,379.86747,549.3464062,324.8642143,361.0295266,348.975712,884.1510261,3049.463054,978.3387028,797.3460801,640.258257,736.2434398,594.6034382,763.5054558,848.5357516,1086.647862,585.4315624,613.1289066,692.3855141,622.4810804,891.6461744,924.4379465,638.155085,630.8234749,707.2946815,611.5195401,757.4823988,704.7681587,630.108448,550.0047977,546.6335322,412.6902561,867.2895207,793.0811114,510.6617034,665.6456151,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000014504
Camta1,#N/A,-2.521753308,#N/A,2.127081239,0.840448355,-0.673107975,-2.165240348,184.533757,416.8650413,169.3308756,130.7247405,160.5716636,149.4965445,128.2770409,180.3990664,224.6692907,54.34477409,799.4479584,544.2877182,817.4693739,1066.838037,639.2165839,890.6150984,112.4692114,475.721338,62.18254467,42.23231357,75.45634068,61.48499819,258.0186091,431.180767,535.1676323,378.396159,432.1042485,363.9986696,313.3423494,420.7890198,501.0301517,564.8384841,355.2971554,315.4117375,87.24339683,93.41151056,110.2927669,115.8389653,91.16953734,102.213281,666.6785432,460.5827056,322.6435418,393.3682313,330.2787136,449.4875549,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000014592
Tppp3,#N/A,-3.658641741,#N/A,3.064950468,-0.55088997,-0.673010919,-1.029230006,455.1832672,1740.741916,580.5630021,633.5792421,432.7093533,177.9373505,495.3348387,348.0038728,154.580153,456.2910278,2955.790268,2119.644283,2419.220262,2413.420259,2720.505781,1698.530223,43.55744025,803.497166,37.3095268,190.8900573,41.09008651,18.91846098,6328.151907,7375.294437,4213.173318,11560.38878,7902.253874,14365.26717,2414.757654,5872.617561,5211.338564,9011.54528,6714.426341,10164.05464,50.89198149,185.7368408,57.22737903,51.59214421,180.0309851,92.47868279,1309.776816,852.893196,614.7000812,570.1120218,1394.792414,425.7505717,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000014846
E2f4,#N/A,#N/A,#N/A,-0.736307465,0.379104299,0.417611221,0.787940887,611.3272154,32.43618477,545.6217103,399.1462076,518.2085508,202.0026479,826.8459866,698.5665975,551.1118498,532.1686369,207.0859169,204.9178463,177.2930373,391.040258,282.2780434,265.3669477,640.3593828,42.08794679,576.2249139,620.8150094,638.0169796,553.3649837,458.0053511,358.6161989,293.0195401,341.9906976,251.97146,411.7362001,371.9676922,413.6222968,430.1984463,545.8668098,301.8301078,409.917127,615.8968372,486.6087992,699.2145219,650.2557044,720.1239405,557.3057463,281.8914097,338.3041112,321.6568643,499.4145056,391.2532454,404.0337572,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000014859
Ptgds,#N/A,#N/A,#N/A,#N/A,1.16905438,-0.728064332,-2.020552111,2169.927717,25323.04958,2695.855051,710.2710899,5991.199865,3124.113155,5452.546992,6514.837206,1503.556022,8912.542951,2106.978806,10079.85216,3770.315478,1115.968736,2916.873116,1863.93017,1163.698777,8073.23343,3587.932827,5588.179731,342.9154492,209.6796092,186139.4457,293375.3939,164154.0231,468348.538,97680.22119,28385.92904,64116.92017,185270.0268,251566.0934,372633.865,67185.65725,40278.19701,2816.715383,13209.0393,2960.216242,387.4277999,4368.059479,54.35150655,4111.541627,9909.661088,9824.347847,7343.477903,1821.614136,2305.012585,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000015090
Actn1,#N/A,-4.448186968,#N/A,4.67581426,0.907787532,0.566806709,-0.54837608,166.5535447,170.5903051,156.7878478,412.2186816,189.7665116,174.2910934,500.7441115,209.8258645,405.1728233,292.2313324,1123.320701,478.6816093,1551.9691,2317.164195,1436.958881,936.9634351,63.71088276,75.24814729,80.83730807,83.61998086,11.20638723,46.50788325,12.49917137,47.32471833,37.64487147,66.19174793,128.6662775,342.3676011,11.1185995,28.66689186,82.28977544,38.80569738,137.9794778,372.1149712,76.85727816,22.80978746,27.05294281,60.35307436,30.00516419,42.99447533,948.5699529,1175.912483,542.6726239,1171.04091,1469.740276,1349.977791,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000015143
Nolc1,#N/A,0.536720504,#N/A,#N/A,0.789918635,0.579164031,0.831087449,530.8894239,466.1199886,718.5363081,427.0341522,493.1843955,367.5427241,918.8036243,736.9493776,802.6646453,748.5223601,633.2976297,619.6132506,680.3511135,567.5097078,657.6260215,569.8119048,1059.681009,711.6689184,673.6442339,1110.709847,856.1679843,986.1247786,419.615039,734.0589643,345.925846,371.7769842,435.3209054,769.0217794,508.4232315,854.887668,815.6062553,992.5635041,627.8066242,877.718805,584.7384811,1095.955979,933.326527,773.8821632,1015.559403,680.6106567,321.5491366,1079.108596,785.3952884,903.6592778,768.5331606,551.0010364,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000015176
Cybb,#N/A,7.244083496,#N/A,#N/A,2.57685457,0.952552272,2.447262633,62.45757928,19.22144283,64.50700023,0,4.170692562,352.9576953,323.7836153,1232.087241,122.8960222,0,0,126.352506,0,0,0,0,3775.194859,2516.349061,5210.897243,3054.240917,1671.992975,2953.644721,10.71357546,80.97785137,2.034857918,1.103195799,0,18.64747283,88.94879597,409.5270266,769.7739753,207.8260682,11.21083257,17.71976053,735.3372019,807.0320041,684.6475527,648.3088311,437.3829703,820.1398974,381.5716421,662.3423864,2113.463201,1108.500799,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,ENSMUSG00000015340
Cd83,#N/A,6.067923131,#N/A,-4.605057281,-1.388379085,-1.054935137,0.708532849,2226.707334,1684.278928,1547.272075,1457.145107,788.2608942,3817.631271,2637.406871,5638.430394,1323.052489,369.1343146,162.538365,2467.923627,31.44112976,3.008001985,93.06993461,52.70987317,26440.01635,14187.46425,16805.86907,25101.19789,72838.52862,33214.51133,1765.061558,5834.61194,258.4269555,1128.569302,276.6324965,625.8091881,719.6766219,4041.007935,3343.673154,1294.385595,331.1507468,365.027067,43508.48972,45670.6254,41451.35138,22808.59493,95267.55035,72811.54959,1025.741746,2928.572336,3697.080585,5515.312644,44.46059607,0,1,1,1,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000015396
Itga2,#N/A,#N/A,#N/A,#N/A,2.573276544,2.756979413,2.71860574,0,2.402680353,0,0,8.341385124,8.75101724,45.59244225,31.98565007,0,5.12686548,0,0,23.58084732,0,0,5.4527455,0,0,0,0,0.747092482,3.15307683,1.785595911,4.206641629,13.22657646,3.309587396,5.361094894,7.458989131,3.032345317,17.40489863,0,3.449395323,6.036602156,5.906586844,0,2.172360711,2.080995601,0,0,0,0,2.037976573,0,0,0,1.51512659,1,0,0,0,0,0,0,0,0,0,0,0,0,ENSMUSG00000015533
Steap2,#N/A,-3.395760866,#N/A,2.125922637,1.069630466,-1.067119402,-0.525384181,29.33613572,13.21474194,47.48431961,0,7.298711984,0,92.73039102,30.70622407,6.720876217,50.24328171,20.46779411,396.0665092,1.746729431,0,50.11458018,61.79778234,1.950333146,31.88480817,10.36375744,0,3.73546241,3.15307683,21.42715093,99.9077387,42.73201627,1.103195799,132.9551534,123.0733207,88.94879597,115.691385,63.54020635,43.97979036,149.1903104,199.6426353,31.15835601,7.603262488,0,41.85777738,21.92685075,17.03554683,17.14928728,229.2723645,38.48042242,118.7355721,40.64968783,77.77649827,1,0,0,0,0,0,1,0,1,0,0,1,1,ENSMUSG00000015653
Arnt2,#N/A,#N/A,#N/A,#N/A,0.791494626,-0.728163134,-1.98818771,88.95473413,0,8.063375029,0,11.46940455,9.480268676,30.13737708,12.79426003,44.16575799,15.38059644,0,167.6600561,21.83411789,0,8.181972274,16.3582365,0,52.2910854,16.58201191,23.6500956,11.95347971,8.670961283,1538.290877,1362.951888,1605.502897,1672.444831,973.5748328,640.7271664,1551.550021,1441.535134,1765.584422,1910.965009,1078.827042,806.8397629,6.231671202,62.99846061,17.68846261,2.92031005,26.54302986,0,0,121.2596061,5.920064988,1.812756826,13.97333019,48.98909307,1,0,0,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000015709
Fcgr1,#N/A,6.493465252,#N/A,-2.977992933,3.064678252,1.5702533,2.799437907,109.7739272,108.1206159,99.44829202,59.26188235,10.42673141,889.6867527,305.2375371,1125.894882,92.17201668,0,0,235.6960208,73.36263612,0,1.022746534,0,4749.06121,7135.820069,3256.292589,4079.641491,4958.452803,3788.421811,279.44576,193.505515,19.33115022,82.73968491,15.0110657,0,68.73316052,451.5035468,421.8653045,177.6438591,19.83454994,14.17580843,4452.529074,4193.742352,3639.661306,5552.482841,4184.56636,4958.155344,256.1674788,554.329628,1436.602437,1177.385559,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,ENSMUSG00000015947
Ncf1,#N/A,5.504010023,#N/A,-4.507200679,2.347449202,0.863802202,2.41093438,283.8980876,166.9862846,228.4622925,36.60292733,0,412.7563131,514.6536701,1052.9676,231.3901669,12.30447715,13.24386678,302.1120817,260.2626853,0,0,8.17911825,4485.116124,2117.151263,3090.47247,4207.183078,7178.064567,5431.17484,284.8025477,622.5829612,67.15031128,78.32690172,27.87769345,67.13090218,123.3153762,547.742398,406.2406636,270.7775328,12.07320431,40.16479054,9057.734093,7747.724475,8546.648933,7736.874759,8588.401227,8834.959073,159.7027378,372.9497129,964.970593,706.9751622,0,16.66639249,1,0,1,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000015950
Hsd11b1,#N/A,#N/A,#N/A,#N/A,0.775581933,0.945693337,-1.17333552,87.06208021,134.5500998,1.791861118,0,0,2.917005747,31.6828836,20.47081604,24.00312934,0,7.223927335,85.85490793,83.84301271,9.024005954,33.75063563,39.07800942,17.55299831,93.10363987,14.50926042,94.60038239,5.976739856,2.364807623,4163.116866,2649.132566,3057.374021,2602.438889,4653.430368,2915.718851,3195.081182,1645.274829,1889.539907,1268.51513,4031.587868,3328.952345,28.04252041,28.24068924,56.18688123,0.973436683,30.00516419,0.811216516,42.87321821,12.22785944,38.48042242,47.13167748,69.86665096,71.71599191,1,0,0,0,0,0,0,1,1,0,0,1,0,ENSMUSG00000016194
H2-M3,#N/A,3.085333239,#N/A,-2.219044876,1.935872365,0.354455877,1.142137006,550.76229,1375.534502,782.1473778,759.9464913,496.3124149,882.3942383,681.568374,1061.923582,936.1220444,675.7208703,42.13957612,161.1804404,48.90842408,105.2800695,71.5922574,101.7845827,878.9501377,738.4521573,586.5886714,907.9947417,800.1360482,603.0259438,108.9213505,64.15128485,63.08059544,66.19174793,152.255095,99.20455545,72.77628761,167.9060809,148.95491,130.2146734,104.3469801,122.8570064,1017.83963,849.3930379,1000.958884,849.8102245,1210.592971,1205.467742,173.6365338,261.8799897,377.8974817,335.3600128,38.10908234,130.3008867,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000016206
Lonrf3,#N/A,#N/A,#N/A,-1.578673574,1.215385231,-1.228423426,-1.626565607,39.74573227,0,21.50233341,0,35.45088678,10.93877155,7.727532585,34.54450207,0,13.32985025,4.815951556,22.67865492,54.14861237,15.04000992,36.81887523,53.61866409,89.7153247,2.550784654,120.2195864,90.37715103,91.1452828,163.171726,105.3501587,89.39113463,131.2483357,81.63648911,147.9662191,91.74556632,96.02426837,30.71452699,34.37420999,48.29153452,136.2547344,116.9504195,91.3978443,91.23914985,84.28032184,166.4576728,96.93976123,172.7891178,41.80138776,76.4241215,35.52038993,1.812756826,35.56847685,44.4437133,1,0,0,0,0,0,0,1,1,0,1,0,1,ENSMUSG00000016239
Lnx2,#N/A,-2.115819303,#N/A,1.474550287,-2.056327053,-0.645182218,-0.5640994,2143.430562,965.8775021,1471.117977,1254.08601,2352.270605,739.4609567,1133.62903,545.0354772,834.348776,1161.747718,700.7209515,599.3644516,445.416005,758.0165001,550.2376354,728.8503152,139.7738754,169.6271795,167.8928706,143.5898661,140.4533866,115.8755735,141.9548749,125.1475885,83.42917462,43.02463615,65.40535771,96.2209598,143.5310117,41.97652022,30.20763909,18.97167427,90.54903234,88.59880266,195.259031,140.1172658,234.1120051,295.9247517,158.1041344,218.2172427,824.2376201,491.1523542,520.9657189,469.504018,617.3671339,531.809433,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000016520
Scube1,#N/A,#N/A,#N/A,#N/A,-0.726883641,-0.74317088,-1.765489193,0,0,0,0,15.64009711,0,0,37.10335408,0,3.076119288,0,23.48860689,0,0,61.36479205,26.35493658,1.950333146,0,0,0,17.18312709,0.788269208,57.13906914,41.01475589,130.2309067,89.3588597,141.5329052,118.5979272,55.59299748,63.47668912,29.16599636,81.06079008,82.78768671,98.04934161,7.270283069,0,8.323982404,5.8406201,0,16.22433031,0,37.70256661,0,0,72.40725645,42.42354451,1,0,0,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000016763
Srsf6,#N/A,1.503845813,#N/A,-0.833779188,0.515829184,0.475871496,0.822878159,789.2366836,288.3216424,621.7758078,757.3319965,703.8043698,963.3411478,1100.40064,1202.660443,1077.260445,760.8268373,573.0982352,760.5448919,501.3113468,499.3283294,514.4415067,583.4437685,1662.333951,1195.04261,1712.09273,1959.579349,1502.402981,1704.238027,351.7623944,800.31357,1095.770989,403.7696624,486.7874164,839.1362773,931.9407941,920.4119922,1486.424172,1401.31685,510.524068,691.0706608,1509.103043,1427.240987,2456.615307,1523.428409,2122.288344,1400.970923,1277.621903,1021.026263,983.7174655,955.3228474,783.7767935,835.8448353,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000016921
Psmd11,#N/A,#N/A,#N/A,0.654493362,0.783293616,0.809164108,0.543684158,1088.276003,2581.68004,1443.34413,1596.58483,1381.541911,3549.266742,2276.531099,2067.55242,2722.914993,1677.510385,1343.650484,1929.305573,1607.864442,1856.939892,1014.564562,1091.457891,2049.800136,3016.302853,1985.695926,2370.077437,1456.083247,1393.659959,1919.515604,1171.549694,1251.437619,1098.783016,1184.801972,930.1359447,1727.426049,1868.467059,1729.126927,2167.082611,1667.826938,1623.130065,1015.762406,1051.422584,1290.217273,1034.763194,1366.389015,1346.619416,2021.472239,1869.843506,2466.693745,1634.200279,1732.692944,1462.097159,1,1,1,0,1,1,0,1,1,0,1,1,1,ENSMUSG00000017428
Abr,#N/A,-1.869865771,#N/A,0.829750457,-0.430722544,-0.524471889,-1.034125506,2133.020965,404.8516395,1722.874464,2246.72254,2135.394592,819.6786148,1166.85742,643.5512794,738.3362586,1589.328299,3943.060337,1947.124516,3159.833541,2499.649649,3875.186618,4379.463428,656.6121591,888.9484519,922.3744126,1070.166826,929.3830476,951.4409335,5308.576642,4252.914687,4061.576403,2733.719189,5736.371537,3383.39747,5069.070588,3050.976348,1955.163399,1664.333243,4749.943525,3349.034741,877.6270277,914.5638592,997.8373907,1227.503658,1162.12309,1222.503289,2075.063761,1883.090354,1298.467587,1126.628367,2717.177571,2280.265517,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000017631
Pgs1,#N/A,1.658163545,#N/A,-0.712471361,1.629493185,1.020761331,1.392577168,628.3611006,185.0063872,675.5316413,538.5859307,509.8671657,684.0378476,1710.102961,1534.031777,935.1619193,1122.78354,248.0215052,446.2835308,420.0884282,787.0938526,346.7110751,361.6987849,1296.321431,503.7799691,1309.978941,1846.396749,1455.336155,1824.843215,674.9552542,575.2582428,554.4987825,396.0472918,517.8817668,864.4968403,654.9865885,1283.867228,1340.59419,1232.296479,717.4932848,816.2903019,725.9896951,1502.187432,1345.363656,1436.792545,1881.092986,999.4187474,520.9096013,938.4882121,1065.611698,726.0091089,702.4774178,860.5919029,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000017715
Pltp,#N/A,-2.696110353,#N/A,1.22953617,-2.074031924,-0.713203175,-1.807149878,39002.86561,10649.88067,32668.31596,34800.66891,46450.04574,20166.71923,11938.26509,8503.065214,11918.99391,19993.75,1317.162751,1878.278599,1540.615358,617.6430742,1670.14509,1376.818239,270.4461962,105.8575631,215.5661548,349.6835563,120.2818896,233.3276854,2537.331789,2268.431499,1488.498567,3468.447591,15891.35749,26192.24033,896.5634321,2036.37314,1186.431066,1093.458317,11426.42551,21160.93803,625.244344,575.6755884,119.6572471,270.615398,739.7427017,330.9763384,734.2038619,1278.8303,440.0581641,958.0419826,1244.89669,1583.812328,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000017754
Vmp1,#N/A,1.918728452,#N/A,-0.734216276,1.363179442,0.902624166,0.907551347,1016.355154,1236.179042,911.1613783,1529.479463,1088.550759,1414.747787,1678.420077,1892.271058,1638.933672,1258.132789,328.6886937,801.04249,593.8880067,441.1736244,432.621784,535.2778499,1844.365045,2407.940713,1784.639032,2276.321701,1764.632442,1775.970525,3596.190164,5111.06958,4430.903115,8620.371972,4040.121112,2413.728883,2959.569029,3840.339692,5139.465215,6870.333134,3784.949552,2800.903481,1744.867937,1606.460746,1941.568896,1569.179933,1413.704851,1655.692909,863.895347,944.6021418,1567.830544,1027.83312,640.2325833,924.7322619,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018171
Ro60,#N/A,-1.372426414,#N/A,1.214899202,-0.626149875,-0.486797798,-0.619307908,923.6151118,556.2205018,1026.73642,1149.506218,1446.187646,708.103145,829.1642463,565.5062932,677.8483727,896.176086,618.849775,312.6414572,394.7608515,448.1922957,945.0177976,865.1689527,211.2860908,325.2250434,246.6574272,150.3470363,199.4736927,253.0344156,561.5699139,901.2729691,841.4137489,905.7237508,1165.50203,1339.634448,811.6577632,608.1476345,1040.601084,948.5837137,1101.248708,1319.531501,126.7106478,222.6669729,267.4079347,370.8793763,128.0989702,342.3333696,443.7378085,261.8799897,158.8550772,586.4268333,884.1307103,1049.982727,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018199
Pfn1,#N/A,1.122674629,#N/A,#N/A,0.400107728,1.03736724,0.949470825,3903.598705,18579.92717,3529.070471,4229.381103,2865.26579,11925.44874,5938.608791,8074.457504,6358.909026,3444.22823,7996.887559,8696.454212,7779.932887,8336.176167,4741.452933,4149.539326,16032.38857,36284.9117,11097.51147,10629.02868,9594.908746,7165.367097,2648.038735,2051.789455,1256.524764,2384.006121,1455.001154,1947.542062,1691.037905,4051.24611,4394.690666,3691.715344,2264.58818,2191.343719,9682.978437,7639.106439,6610.282526,5542.748475,6213.377077,7897.192781,10384.96528,9437.869512,16305.83233,11124.88864,7649.763129,6767.060392,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000018293
Srsf1,#N/A,#N/A,#N/A,#N/A,0.547322188,0.571546311,0.641015819,756.1152401,1009.125748,715.8485164,577.8033529,1029.11839,771.54802,993.7606904,1003.069986,1013.892184,1064.337274,621.2577508,462.4825701,606.9884774,454.2082997,882.630259,1132.353482,900.4038023,650.4500867,1256.087402,920.6644358,1070.583527,1418.884574,462.4693408,992.7674246,2129.478811,815.2616953,898.5195043,1260.569163,1842.655171,918.3643571,1408.300967,1133.988712,990.8651253,1112.800961,1106.121638,732.0855595,1148.709572,991.9319803,512.3958808,949.1233234,1318.35146,591.0132063,564.3795288,1269.836157,1046.729462,1305.029036,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000018379
Shroom1,#N/A,#N/A,#N/A,#N/A,-1.906946758,-0.580654884,-0.796979645,1851.961858,628.3009124,1697.788409,695.4556193,1792.355129,681.1208418,778.9352845,463.152213,777.7013908,1067.413393,34.91564878,19.43884708,20.96075318,3.008001985,80.7969762,126.3219374,44.85766235,7.652353962,26.94576936,116.5611854,46.31973388,18.13019177,216.0571052,157.7490611,209.5903655,313.3076069,109.3663358,36.54904674,69.74394229,176.0966214,161.4546227,202.6519752,68.98973892,41.34610791,20.77223734,47.79193564,45.78190322,50.61870753,79.62908958,44.61690836,5.359152276,88.65198095,0,87.01232765,121.9490635,171.7143468,1,1,1,0,0,0,0,1,1,0,1,0,0,ENSMUSG00000018387
6330403K07Rik,#N/A,#N/A,#N/A,#N/A,2.396563262,-0.882378981,-1.304990699,0,0,6.271513911,54.904391,0,22.60679454,10.81854562,24.30909405,25.92337969,3.076119288,0,42.92745396,59.38880067,16.04267725,14.31845148,12.72307283,9.10155468,0,0,33.78585085,5.229647374,0.788269208,368.7255555,331.2730283,352.0304197,520.708417,496.4373872,944.308024,274.9326421,473.0037157,581.2366417,546.7291586,568.3029744,610.7410797,36.35141535,29.3268696,0,0,24.23494031,21.90284592,43.94504867,112.0887115,0,47.13167748,0,24.24202543,1,0,0,0,0,0,0,1,1,0,0,0,0,ENSMUSG00000018451
Chd3,#N/A,-2.252845141,#N/A,1.01456982,-0.637892897,-0.535967924,-1.053042938,509.1239038,455.307927,278.6344038,401.7607024,351.3808483,245.0284827,275.10016,284.0325726,188.1845341,280.9522283,352.7684515,336.940016,232.3150144,462.2296383,227.0497306,279.9076023,65.66121591,54.84187006,49.74603573,76.86281069,72.46797075,73.3090363,111.5997444,123.0442677,72.23745607,113.6291673,66.47757669,48.48342935,142.5202299,161.7631755,109.3724863,220.7613006,59.50364982,56.7032337,68.54838323,120.5660194,246.5979787,202.4748301,128.0989702,114.3815287,185.4266688,191.5697979,423.2846466,314.5133093,323.9271999,339.8933983,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018474
Ikzf1,#N/A,5.786796598,#N/A,-4.19785238,1.477368805,1.302712461,2.583382123,75.7061567,424.0730824,47.48431961,0,1.042673141,42.29658332,106.6399497,177.8402144,19.20250348,0,7.223927335,76.94543635,35.80795334,0,0,3.635163667,1138.344446,1067.503378,692.2989973,859.8499042,1482.978577,1610.433991,24.10554479,77.82287015,12.20914751,33.09587396,0,1.491797826,14.15094481,56.30996615,96.87277362,4.311744153,6.898973892,18.9010779,2020.100081,1860.626949,2532.571646,2490.051036,2251.541359,3263.524043,131.835146,186.4748565,264.4295695,203.0287645,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,ENSMUSG00000018654
Aatf,#N/A,1.266095601,#N/A,-1.001897214,0.53336405,0.824403803,1.726264076,248.8839902,102.113915,266.0913759,371.2582629,187.6811653,174.2910934,351.6027326,371.0335408,417.6544506,322.9925253,387.6841003,275.3836669,285.590262,235.6268221,156.4802197,285.3603478,586.4001658,572.6511548,466.369085,739.9101337,748.5866669,790.6340152,293.7305273,251.3468374,265.5489582,371.7769842,210.1549198,314.7693413,439.690071,533.4089521,224.9948291,350.1136252,264.7481231,308.3238333,515.1514861,574.589408,751.239412,644.4150843,890.9225675,727.6612146,290.4660534,443.2599047,438.0848091,470.4103964,174.031476,232.8244526,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018697
Zbtb4,#N/A,-1.565646192,#N/A,0.822936061,-0.671870979,-0.512285387,-1.001448402,586.7227145,1063.186056,449.7571405,973.4635674,463.9895475,608.9249496,418.0595128,262.2823306,416.6943254,281.9776014,386.4801124,619.6132506,672.4908311,1129.003412,699.5586294,483.4767677,186.5818709,419.6040756,180.3293795,195.1132887,221.8864671,145.8298034,309.8008905,353.3578969,302.1764008,478.7869767,199.4327301,215.5647859,339.6226755,226.2636822,259.369039,172.4697661,213.8681907,166.565749,421.676418,427.95506,393.3081686,251.1466643,354.2917464,386.950278,772.7897583,564.5195108,514.0589764,648.9669438,773.6143715,680.796881,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000018750
