Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated,GeneID
Rmnd5a,#N/A,-2.148780005,#N/A,#N/A,-0.689685808,-0.641155269,-0.819222568,667.160506,591.0593669,374.4989736,300.6669031,340.9541169,337.6434152,275.8729133,153.5311203,516.5473435,294.2820786,204.6779411,598.5544996,606.1151127,635.6910861,527.7372117,619.7954052,64.36099381,98.20520918,147.1653557,116.5611854,131.4882768,163.9599952,195.5227522,326.0147263,336.7689854,398.2536834,170.4828176,149.1797826,307.2776588,371.6457766,276.0353227,329.4172533,175.9238343,101.5932937,425.8308655,409.489994,330.8783006,243.3591708,186.9552538,373.1595972,408.3674035,317.9243455,288.1098294,348.0493106,325.1975027,580.798526,1,1,1,0,1,1,1,1,0,0,1,1,0,ENSMUSG00000002222
Ppm1j,#N/A,-1.751193846,6.367882679,2.732421685,1.646721501,2.336909551,1.85044398,150.4659864,115.328657,114.6791115,115.0377716,32.32286736,107.1999612,110.503716,207.2670124,282.2768011,257.3686471,75.85123701,131.2122178,54.14861237,101.2694001,80.7969762,70.8856915,14.95255412,0,31.09127233,52.36806882,32.87206921,21.2832686,0,0,0,0,0,0,0,24.57162159,32.29092454,25.00811609,4.311858683,2.362634738,0,19.5512464,12.48597361,12.65467688,13.84853732,15.4131138,41.80138776,44.83548462,58.21397238,73.41665146,80.02907292,191.9160347,1,1,1,0,1,0,1,0,0,1,0,1,1,ENSMUSG00000002228
Ipo4,1.647698749,1.158706678,#N/A,0.745363166,0.858586023,1.42476478,0.941588718,277.2737989,70.87907043,304.61639,137.6967266,180.3824533,207.107408,548.6548135,871.2891079,802.6646453,615.2238576,244.4095415,195.1984227,395.6342162,377.0029154,187.1626158,269.9109023,460.9287334,621.1160632,829.1005956,507.6324091,601.409448,711.8070944,369.6183535,308.1364994,323.5424089,332.0619354,350.6156061,754.1038012,412.3989631,619.4096277,405.1990208,437.2108571,499.3132354,748.9552118,296.0043821,523.5389313,294.4608775,391.3215467,336.9810747,369.9147312,363.3505243,781.5640159,656.1405361,842.9319242,583.0689598,481.8102555,1,1,1,1,1,1,1,1,1,0,1,1,1,ENSMUSG00000002319
Snrpd1,#N/A,1.26635223,#N/A,#N/A,0.615867914,1.126035566,1.116448295,337.8387243,1738.339236,387.9379319,827.051858,247.1135343,567.3576177,553.2913331,949.3340941,753.6982614,321.9671522,356.3804152,446.2835308,427.9487107,359.9575708,188.1853623,255.3702476,548.693725,2235.762749,596.9524288,645.3097513,440.0374719,428.8184489,398.1878881,460.6272584,404.9367256,558.2170742,350.6156061,676.5303142,462.9380517,567.1949318,672.9012017,758.866971,507.0745811,582.3894628,433.1011486,473.5746349,460.9405256,259.9075944,283.895015,453.4700323,452.3124521,405.5573381,433.1514216,526.605858,265.4932736,353.5295376,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000002477
Lcp2,#N/A,6.967987247,#N/A,-3.774972098,3.100916787,1.538787718,3.246941928,103.1496385,12.01340177,61.81920855,201.3161003,3.128019422,168.4570819,192.4155614,681.9340595,151.6997775,86.13134007,0,123.9226501,40.17477692,0,0,3.635163667,3690.680423,1907.986921,2939.161611,4042.477055,4656.62744,3812.069888,127.6701076,317.601443,40.69715835,26.47669917,27.87769345,1.491797826,58.6253428,371.6457766,471.8641554,163.8462778,12.93557605,20.08239527,4236.497806,3923.283444,3703.131672,4875.944347,3830.274613,5772.616726,19.2929482,360.7218535,620.6201462,923.5996029,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,ENSMUSG00000002699
Ggct,#N/A,#N/A,#N/A,-1.729012335,1.911203759,0.689265299,2.547241072,152.3586404,0,78.84188917,159.4841834,107.3953335,315.0366206,57.95649438,138.1780083,160.340904,95.35969794,19.26380623,42.117502,0,43.11469511,32.7278891,24.53735475,70.21199325,77.79893194,66.32804764,59.96988526,55.28484367,74.88557472,50.88948345,114.6309844,121.0740461,94.8748387,30.02213141,58.92601414,60.64690634,161.7631755,128.1220554,252.6682074,66.40262371,75.6043116,79.97311376,107.5318552,81.15882844,137.2545723,116.5585224,237.6864391,56.80701413,17.32280087,97.6810723,9.970162544,12.70302745,34.84791156,1,0,1,0,0,1,0,1,1,0,1,0,1,ENSMUSG00000002797
Epdr1,#N/A,-3.270803595,#N/A,4.79495305,-0.56034672,-0.560763728,-1.695396357,186.4264109,158.5769033,292.9692927,132.467737,198.1078967,143.662533,235.6897438,152.2516943,120.0156467,159.958203,573.0982352,704.6582066,974.6750227,475.2643136,551.2603819,674.3228602,31.85544138,183.6564951,97.41931998,72.63957933,4.482554892,22.07153781,3716.717888,4108.837212,4641.51091,4160.151357,4552.641784,4160.624138,4443.396671,3013.095098,3668.665685,3299.346626,5172.505676,4089.720731,11.42473054,83.63588736,27.05294281,24.33591708,105.0180747,21.90284592,1122.206487,767.2981799,1860.873761,2452.659986,470.0120156,896.4498989,1,1,1,0,1,0,1,1,1,0,1,1,1,ENSMUSG00000002808
Mcm2,#N/A,2.14709926,#N/A,#N/A,-1.320376592,0.665898927,1.744318358,293.3613572,26.42948389,259.819862,27.01644636,386.8317351,140.7455273,229.5077178,411.9751729,394.6114464,413.2253577,99.9309948,216.2571737,33.1878592,165.4401092,191.2536019,130.865892,415.42096,159.4240409,798.0093232,840.42304,770.2523489,724.4194017,231.2346704,163.0073631,57.99345065,207.4008102,94.35527014,44.00803588,64.69003343,276.4307429,260.4106818,133.6640688,118.1449279,209.0931743,180.7184649,143.3758069,410.9966312,402.0293502,213.4982837,318.8080907,269.0294443,491.1523542,403.5510967,294.5729842,151.1660266,128.2807179,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000002870
Il17ra,#N/A,3.627934465,#N/A,-2.475126315,2.650568579,0.953066644,1.40637679,920.7761309,217.442572,582.3548632,316.3538719,442.0934116,328.8923979,760.3892063,1290.940837,962.0454241,833.6283271,95.11504324,258.3746757,496.0711585,144.3840953,240.3454355,157.2208286,2798.728064,1251.159873,2294.535898,3194.452198,4171.017327,3503.068358,617.8161851,1147.361504,644.0325309,357.4354388,823.4641757,683.9893034,825.808708,1382.153715,1351.010617,819.2313891,1348.749396,1193.130543,3945.686483,4075.348693,3003.91715,4005.691952,5282.062942,4917.594518,576.6447849,876.3299266,1025.15792,1040.522418,443.3356579,575.2430619,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000002897
Lamb1,#N/A,-2.914814843,#N/A,7.946240723,-0.420082874,0.916668093,1.297912376,1.892653918,148.9661819,180.9779729,58.39038408,56.30434959,80.21765803,227.189458,273.7971646,277.4761752,89.20745936,8.427915224,67.22601281,222.7080025,63.16804168,265.9140989,300.8097934,0.650111049,0,0,59.12523899,8.965109784,53.60230611,34.81912026,70.46124729,27.47058189,22.06391598,375.2766426,246.8925402,15.16172659,130.0248309,21.87449727,63.81381347,257.8491492,545.7686244,0,19.5512464,0,0,0,0,274.3885966,688.8360818,312.7767669,354.3939595,1669.177807,1481.793805,1,0,1,0,0,0,1,1,1,0,0,1,1,ENSMUSG00000002900
Relb,#N/A,#N/A,#N/A,#N/A,3.23589526,0.835355672,0.940053578,845.0699742,186.2077274,745.4142249,751.2315086,314.8872884,486.4107082,1395.592385,1132.292012,961.085299,1069.464139,876.5031833,846.3997999,751.9670202,850.2618943,416.2578394,451.6690856,672.8649353,202.78738,955.5384364,815.9282981,738.8744647,711.0188252,230.3418725,312.343141,167.8757782,98.18442609,98.64414605,325.2119261,337.601112,521.1231413,248.9526118,219.8989518,285.4450448,388.6534143,633.5532389,799.4287416,526.491887,517.8683155,890.9225675,723.605132,749.2094883,781.5640159,962.0105605,822.0852207,675.8010602,686.3523451,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000002983
Hmgn2,#N/A,0.953417603,#N/A,#N/A,-1.673216413,0.537070213,0.644347251,435.310401,1850.063872,413.9199181,755.5889999,373.2769843,913.7520501,419.6050193,633.3158714,450.2987065,320.9417791,595.9740051,658.4909448,357.2061687,500.3309968,450.0084751,388.9625124,1038.877456,1928.393198,671.5714824,738.2208411,672.3832338,665.2992112,679.419244,1005.387349,745.7754268,1230.063316,643.3313873,831.6772882,645.8895525,1132.342228,1118.724289,1666.057941,701.9705935,733.598086,723.9124713,649.5358525,683.6070549,567.5135864,648.5731644,575.9637262,736.3475228,613.4309486,793.2887084,523.8867228,628.7998586,548.9808677,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000003038
Hck,#N/A,5.949296712,#N/A,-3.182048915,3.59899366,1.712919852,3.307098768,181.6947761,329.1672084,141.5570283,155.9981903,0,33.54556608,359.3302652,972.3637621,113.2947705,0,0,239.7457806,114.4107778,1.002667328,0,0,4060.593609,2002.365953,3088.399718,3491.767686,4812.022676,4508.899867,175.8811972,496.3837123,31.54029772,14.34154538,10.72218979,18.64747283,71.76550584,364.4790537,383.3245236,73.29965061,20.69692168,28.35161685,4607.282242,4439.219112,4376.333749,5479.47509,5050.099942,5372.686984,333.3392716,367.8547715,1461.269374,1068.620149,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000003283
Fkbp11,#N/A,#N/A,#N/A,#N/A,0.909083889,1.773221062,2.260873658,52.04798273,124.9393784,24.19012509,0,13.55475083,51.04760056,74.95706607,117.7071923,76.8100139,32.81193907,34.91564878,12.95923139,0,0,19.43218415,9.996700084,40.30688501,335.428182,60.10979318,38.00908221,50.05519629,35.47211434,40.17590799,24.18818937,19.33115022,43.02463615,57.89982486,79.06528479,11.1185995,50.16706076,23.95778272,5.174092984,108.6588388,82.69221582,17.65640174,11.94798391,39.53891642,22.38904372,31.15920897,15.4131138,52.51969231,59.10132063,0,99.70162544,17.78423843,49.99917746,1,0,1,0,0,1,0,1,0,0,1,0,0,ENSMUSG00000003355
Dusp3,#N/A,-0.798784822,#N/A,1.264196493,-1.16995378,-0.426405773,-1.115776419,2120.718715,2025.459538,2066.911799,1840.604346,3041.477551,2338.709357,2214.710839,1141.247994,1166.552086,2651.614826,1856.549325,831.0107126,1525.768158,2099.585385,3758.593513,2391.028902,1319.075318,1207.796534,1436.416782,1022.866635,1229.714225,949.0761259,426.7574226,558.4316763,667.433397,1088.854253,602.5870661,478.1212033,297.1698411,662.4099655,1067.683795,815.7819938,524.3220158,633.1861097,1228.677839,736.430281,646.1491341,824.5008707,892.0766122,966.1588702,1970.024377,1439.830449,1469.162794,1352.316592,3636.876758,2848.437989,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000003518
Ier3,#N/A,#N/A,#N/A,#N/A,3.016935643,0.546938004,1.304442664,5647.67929,15146.49695,5606.733437,7555.889999,3022.709434,6841.107727,6379.850902,6308.84962,6871.615869,5445.756513,3448.221314,4501.713003,2588.653017,3673.773091,2175.381878,1647.637932,5540.896467,7366.66608,3658.406378,3670.832695,3707.072895,3615.790855,234.8058622,703.5608125,87.49889045,202.988027,171.5550366,413.9738968,367.9245651,1256.224154,1022.893158,623.4782046,636.4303416,786.7573676,4659.212836,6366.103063,4068.3464,2559.16504,8376.056988,3158.065896,4316.261243,5344.593564,4661.0645,5106.535979,3052.537496,2322.18402,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000003541
Has1,#N/A,-3.550512552,#N/A,9.651595026,2.741322657,2.604798236,1.281937522,15.14123134,0,0,17.4299654,23.98148223,0,0,10.23540802,49.92650904,4.101492384,74.64724912,42.92745396,188.6467786,1.002667328,74.660497,52.70987317,3.250555243,0,0,24.49474187,0,8.670961283,0,17.87822693,5.087144794,1.103195799,5.361094894,24.61466413,7.075472407,5.119087832,32.29092454,95.7207202,13.79794778,23.62634738,0,0,0,0,0,0,38.58589639,0,359.1506093,248.3476852,138.4629992,113.129452,1,0,0,0,0,0,1,0,0,0,0,0,1,ENSMUSG00000003665
Farsa,#N/A,0.942828372,#N/A,-0.727086492,0.79357586,0.722087369,1.340567956,562.1182135,788.0791559,913.8491699,568.2168719,677.7375413,1059.602337,711.705751,1468.781051,730.6552573,694.177586,679.0491695,753.2553243,641.923066,800.1285279,594.2157364,560.7239956,950.462353,964.1965992,1071.61252,1682.535372,1451.600692,1620.681491,932.0810653,741.4205872,989.9583769,706.0453112,680.8590516,755.595599,1240.229235,903.0070936,824.9810399,1295.247944,809.7670606,1051.372458,971.1020957,1034.043698,1315.18922,1469.889392,1465.636866,1465.057027,476.9645526,939.5072004,971.8773355,716.9453247,741.8568029,816.6532318,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000003808
Nfat5,#N/A,#N/A,#N/A,#N/A,-0.553687278,-0.592311247,-0.450119662,463.7002098,752.0389506,465.8838906,273.6504567,762.1940657,406.1930502,597.3382688,276.3560166,594.3174826,356.8298374,201.0659775,289.1528503,136.2448956,181.4827864,236.2544494,232.6504747,104.0177678,109.6837401,103.6375744,114.8718929,207.69171,304.2719141,211.5931154,490.0737498,640.980244,397.1504876,229.4548615,297.6136663,650.9434614,485.2895265,345.8253854,414.7897875,286.3074165,190.1920964,318.8538432,158.5823319,398.5106576,555.8323462,266.5843434,878.5474865,194.0013124,97.82287553,137.1481722,218.4371976,401.4156673,411.6093902,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000003847
Nob1,#N/A,1.251517698,#N/A,#N/A,0.597108454,0.691296225,0.908343337,421.1154967,386.8315369,498.1373907,393.0457197,379.5330231,635.9072527,477.5615137,545.0354772,769.0602642,418.3522232,279.3251903,253.514964,238.4285674,319.8508777,258.7548732,333.5262664,607.8538304,873.643744,580.3704169,532.9717972,638.7640721,773.2920926,674.9552542,457.4722772,500.5750477,456.7230607,404.226555,551.9651957,660.0404974,698.2435803,449.9896581,581.2231119,450.1580465,532.7741333,596.1632117,475.7469957,625.3391781,705.7415954,542.401045,531.3468178,341.9139152,419.8231741,774.5418359,403.3383938,218.4920721,394.4379555,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000003848
Il7r,#N/A,6.335842608,#N/A,-6.838037687,1.364031259,2.281478911,4.161530406,0,0,13.43895838,0,0,70.73738935,18.5460782,26.86794606,26.88350487,0,0,6.479615693,0,0,0,0,111.8191004,183.6564951,45.60053276,60.81453154,106.8342249,56.75538294,0,25.23984978,0,0,1.072218979,31.32775435,0,20.47635133,1.041642727,8.623488307,0,1.181317369,343.780528,395.3696494,323.594816,452.6480577,188.1092986,435.6232689,0,4.075953147,14.80016247,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,ENSMUSG00000003882
Efnb3,#N/A,#N/A,#N/A,#N/A,-0.757401326,-1.065393841,-1.715534693,22.71184701,211.4358711,31.35756956,1.74299654,143.8888934,7.292514366,105.8671964,44.7799101,0,198.9223806,0,180.6192874,17.46729431,0,50.11458018,4.543954584,35.75610767,67.59579333,68.40079913,82.77533459,5.229647374,1.576538415,1904.338039,3466.272703,3449.08417,7304.259384,1993.255082,586.2765457,887.4663961,2382.423477,5646.745224,6238.231441,1882.557501,978.1307814,23.88807294,103.1871338,62.42986803,0,65.78055226,1.622433031,37.51406594,140.6203836,42.42713241,70.69751622,34.29817411,15.1512659,1,0,0,0,0,0,0,1,1,0,0,1,0,ENSMUSG00000003934
Mmd,#N/A,-2.245138086,#N/A,0.836800386,-0.87176196,-0.41769012,-0.940393648,761.7932018,629.5022526,547.4135714,553.4014013,833.0958393,462.3454108,261.9633546,284.0325726,550.1517246,425.5298349,783.7961158,452.7631465,578.1674418,572.5230444,549.2148889,567.9943229,185.2816488,70.14657798,105.7103259,119.9397705,112.0638723,141.1001882,224.9850847,277.6383475,322.5249799,455.6198649,259.4769929,144.7043891,324.4609489,234.4542227,233.3279709,333.7289975,452.7451617,352.0325759,207.7223734,178.1335783,159.1961635,286.1903849,233.1170449,128.1722095,521.9814317,254.7470717,265.4162469,327.2026071,266.7635764,490.901015,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000003948
Hlf,#N/A,-4.757989193,#N/A,3.288364193,-0.985267159,-0.903126287,-1.877685476,352.0336287,170.5903051,141.5570283,287.594429,569.2995347,180.8543563,84.23010517,55.01531812,142.0985257,313.7641674,604.4019203,197.6282786,273.363156,629.6750821,988.9958986,789.7393066,39.00666291,0,31.09127233,31.25191204,18.67731205,8.670961283,752.6286763,726.6973415,1028.620677,1053.551988,1216.968541,904.7753816,916.7790675,574.3616548,459.3644426,374.2593925,1001.213586,705.2464692,31.15835601,52.13665706,64.51086363,43.80465075,50.77797017,26.77014502,392.2899466,329.1332166,350.2705118,161.3353575,760.9113441,630.7977035,1,1,1,0,1,0,1,1,1,0,1,1,1,ENSMUSG00000003949
Brinp2,#N/A,-9.348851399,#N/A,8.307695305,0.594563978,-1.127433389,-2.182140726,0,0,33.14943067,0,18.76811653,0,56.41098787,12.79426003,0,0,105.9509342,102.0539472,55.02197709,60.16003969,293.5282553,361.6987849,0.650111049,0,0,0,0,0,702.6319908,221.900346,251.3049528,157.7569992,477.1374456,275.2366989,473.0458695,283.5974659,314.5761036,116.4170921,422.5621509,304.7798812,0,0,0,0,0,0,32.15491366,77.44310979,0,0,156.2472376,87.8773422,1,0,0,0,1,0,1,1,1,0,0,0,1,ENSMUSG00000004031
Gstm7,#N/A,#N/A,#N/A,1.791322978,-2.983667313,-1.037839631,-1.037409637,3016.890345,5024.004619,2178.903119,3145.237256,4119.601578,3223.29135,880.1659614,580.8594053,1160.791335,2013.832761,267.2853114,348.2793435,150.2187311,83.22138824,218.8677583,184.4845561,42.25721816,232.1214035,12.43650893,88.68785849,7.47092482,12.61230732,1392.76481,1381.881775,1026.585819,2079.524081,1046.485723,703.3826751,689.3531688,1838.776349,2394.73663,3786.573715,839.9500714,680.4388044,42.58308655,178.1335783,26.01244501,27.25622713,75.01291047,9.734598189,71.8126405,258.8230248,95.7077173,269.1943887,252.7902462,290.9043052,1,1,1,0,1,0,0,1,1,0,0,1,1,ENSMUSG00000004035
Ppan,#N/A,2.712671263,#N/A,-1.595855294,1.14004927,1.160800694,2.153800933,187.3727378,183.805047,99.44829202,0,121.9927574,308.4733577,300.6010175,426.0488589,274.5957997,192.7701421,57.79141868,182.2391914,132.7514368,116.3094101,182.0488831,149.9505013,707.9709319,820.0772662,891.2831402,912.217973,895.0167934,1165.850158,290.1593355,331.2730283,198.398647,90.4620555,140.4606862,193.9337174,527.6280852,436.1462833,466.6559417,464.8060197,319.0775425,398.1039533,544.2326183,726.6546578,825.1147558,1019.188207,984.4001944,764.1659578,200.4322951,315.8863689,298.9632819,375.240663,217.2217693,201.5118364,1,0,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000004100
Ptpn6,#N/A,5.387117007,#N/A,-3.310797895,1.455389463,1.443640967,3.167524215,191.1580457,158.5769033,292.0733622,128.1102457,1.042673141,612.5712068,588.837983,1324.205913,183.3839082,14.35522335,0,426.0347318,132.7514368,0,39.88711483,49.0747095,4476.66468,2728.064187,4327.905109,4547.575525,5781.001625,5264.850037,279.44576,522.6752225,78.34202983,16.54793698,27.87769345,35.80314783,182.9515008,571.2902021,763.524119,244.9070679,41.39384335,38.98347317,5793.376994,6569.218789,6652.942936,6256.277563,7263.557823,6969.972303,111.4703674,778.5070511,1548.096994,1471.958543,21.59514666,49.49413526,1,0,1,0,0,1,1,1,1,0,1,1,1,ENSMUSG00000004266
Emg1,#N/A,#N/A,#N/A,#N/A,0.344234158,0.637762541,0.674802922,764.6321827,3158.323325,929.0799894,1083.272349,592.2383438,1477.463411,1093.445861,1152.762828,1013.892184,643.9343043,930.6826383,720.8572458,716.1590669,1151.062093,756.8324353,638.8800145,1377.585312,2471.71033,808.3730807,1000.061185,966.7376717,866.3078591,899.9403389,702.5091521,669.4682549,781.0626256,538.2539274,841.373974,539.7574664,674.6957763,820.8144689,751.9681803,557.9545135,695.7959302,1020.955465,981.9070413,1217.382427,822.5539974,1025.945806,868.0016718,1056.824829,910.9755283,1073.505118,1296.121131,938.7537284,1061.598697,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000004268
Utp20,#N/A,2.035913478,#N/A,#N/A,0.901798837,0.891912557,0.571273632,36.90675139,7.20804106,118.2628338,102.8367958,179.3397802,10.20952011,64.91127371,165.0459544,142.0985257,219.4298426,51.77147923,32.39807846,13.10047074,60.16003969,115.5703584,102.6933736,239.2408659,179.8303181,261.1666876,184.9775334,251.0230739,422.5122952,127.6701076,108.321022,196.363789,103.7004051,158.6884089,302.8349587,170.8221195,229.3351349,191.6622618,257.8423004,275.096584,220.906348,133.9809308,462.7128314,226.8285205,270.615398,248.1196269,239.3088721,0,66.23423864,53.28058489,344.423797,94.00240311,124.2403804,1,0,1,0,1,1,1,1,1,0,1,0,0,ENSMUSG00000004356
Il11,6.095005761,2.709804723,6.014655634,10.28926805,3.869370388,7.507588796,4.195683434,0,0,0,0,3.128019422,0,62.59301394,28.14737206,100.8131432,17.43134263,0,0,0,0,8.181972274,6.361536417,8.451443631,14.0293156,20.72751489,29.5626195,5.229647374,17.34192257,0,6.309962444,3.052286876,0,1.072218979,0.745898913,11.1185995,105.4532093,67.70677726,80.19844125,133.6676192,310.686468,0,0,0,0,0,0,52.51969231,30.5696486,56.24061738,238.3775226,410.3077865,608.0708046,1,0,0,1,0,0,1,0,1,1,0,1,1,ENSMUSG00000004371
Bid,#N/A,2.874741854,#N/A,-2.614140105,3.331445201,1.04800318,1.22399095,65.29656016,78.08711149,136.1814449,96.73630795,38.5789062,304.8271005,230.280471,179.1196404,191.0649096,113.8164137,80.66718857,240.5557326,48.90842408,140.3734259,37.84162177,23.62856383,799.6365897,585.4050781,652.916719,688.3867111,714.9675052,757.5267085,74.99502824,86.2361534,1.017428959,67.29494373,9.649970809,37.29494566,27.29110785,127.9771958,124.9971273,64.6761623,55.19179114,69.69772476,1214.137273,996.0273859,1176.803012,1226.530221,1140.196239,1140.570421,115.7576892,194.6267628,399.6043867,198.4968725,92.73210037,124.7454225,1,1,1,0,1,1,1,0,1,0,1,1,1,ENSMUSG00000004446
