Genes,DT_GBLog2FC,DT_GB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,SHAM-1 DTGB,SHAM-2 DTGB,SHAM-3 GTGB,Double_Therapy-GB-1 Counts,Double_Therapy-GB-2 Counts,Double_Therapy-GB-3 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,GB-Control_Exp,DT-GB_Exp,Regulated_DT-GB,UP-DT_GB,DOWN-DT_GB,GeneID
Nfam1,0.879993381,0.023306564,0.488642405,1.089589933,1.144583968,109.6002709,92.37033895,67.37102703,183.4401059,130.6187157,183.1407963,136.045629,178.8955856,182.8377713,137.7545213,231.7264983,240.734815,228.6486162,190.5049833,110.7097332,248.6058184,148.7412053,381.9861851,261.0461068,440.2100019,101.550665,86.55650265,62.35109673,132.4048206,208.0551152,214.2657909,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000058099
Tpm3-rs7,0.933412476,0.611536079,1.877254756,0.827183354,2.094676086,2.76303204,7.626908721,16.52496889,19.0093374,24.93630027,6.751734425,49.47113781,58.46831333,68.20139086,66.59655668,218.7874552,184.5993425,209.9069263,279.3214957,58.37422294,58.18434048,85.89280869,133.9280832,129.0887341,95.8596833,2.560100799,7.146867191,15.29366523,55.05943037,26.78821226,22.60602381,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000058126
Spock2,0.109786248,0.772492396,-3.634152362,-1.215704574,-1.298152701,50536.77702,49524.90806,48432.14153,44593.05414,65415.04026,50231.21619,90817.41422,121996.3174,78668.12772,115518.5697,6574.210147,12246.16925,9004.75725,4953.129565,50579.25128,42955.91173,43504.7076,17995.27601,16492.75916,24514.95066,46825.09698,46407.78506,44823.37993,15230.48719,23082.50956,17823.37547,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000058297
Samd12,-0.623747815,0.001732718,-1.479107987,-0.650101225,-1.361594963,1438.618682,1540.635562,1201.238123,1011.29675,925.0179956,779.8253261,936.0866858,1017.523184,1152.893724,1222.457342,323.4760763,451.2428372,436.0566505,341.1068957,819.2520254,643.554069,698.6646756,376.163225,501.0555311,497.9119472,1332.959149,1443.667173,1111.731819,374.928502,549.1583512,586.7737484,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000058656
Tubb2a,-0.534783229,0.005053353,1.047551516,0.679219731,-0.849538787,1270.073728,1304.201391,1164.374731,908.6463277,927.3928813,747.7545876,1563.751747,1480.906384,2281.11886,3191.161031,4431.034107,4110.843837,4271.85584,4789.655694,1397.961994,1312.673985,1883.356952,2573.748381,2770.148613,2011.191996,1176.793001,1222.11429,1077.615181,515.1989556,809.0040101,602.499678,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,ENSMUSG00000058672
Fcer1g,1.237228905,0.001797178,1.636897943,1.061998556,2.132046078,74.60186507,106.7767221,78.81139011,293.6942628,125.8689442,194.1123647,345.5249782,568.1025669,488.2929367,505.4040055,1304.490795,1279.241058,1623.030341,1723.55522,251.6130299,469.8826284,515.3568521,867.6210607,758.2767865,956.7354799,69.12272157,100.0561407,72.93901881,441.7863817,263.4174205,361.6963809,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000058715
Kcnt1,-0.189188329,0.745343029,1.590772613,-0.816976939,-0.816072816,263.4090544,188.9778494,254.2302907,171.0840366,244.6132312,204.2399664,88.89345075,46.25105383,142.9327021,62.03514869,282.3063939,288.2340611,234.8958461,222.6848791,291.8711147,220.3952291,232.5390674,156.0553317,98.48992309,168.4524532,244.0629428,177.0834871,235.2871575,106.1860443,128.5834188,136.6190134,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000058740
Thra,-0.416067785,0.020638375,-0.429461365,-0.737604013,-1.335996163,4383.089825,4594.788787,4787.156374,2976.862237,3587.26491,3751.43244,2936.575821,2776.808553,3097.358911,2900.143201,2269.037641,2259.452771,2174.036023,1992.579149,3008.285386,2776.098306,2613.445825,1658.379048,1474.480208,1903.233518,4061.173234,4305.590434,4430.457175,1291.274736,1985.899469,1787.841622,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000058756
Pirb,2.791636523,4.04E-10,3.422518706,2.645234941,2.739393769,20.26223496,25.42302907,13.98266599,191.9943077,84.30844376,141.7864229,10.8218114,19.19855065,29.02186845,35.57898233,216.434902,265.5639664,251.138644,276.7471041,23.14839875,63.47382598,40.85145779,316.7690316,215.1478902,270.8268722,18.77407253,23.82289064,12.94079366,73.41257382,123.2257764,177.8995787,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000058818
Rpl18,0.549752685,0.053283151,0.422044782,0.751182937,1.078396413,192.4912321,243.2136448,238.9764732,320.3073352,308.7351462,356.9979577,4346.503249,5119.904393,3866.438425,4892.566212,6081.350235,6425.352552,5547.540195,6361.321806,2728.491697,3029.112029,3296.398402,5249.980861,5364.354063,4625.462388,178.353689,227.9056538,221.169928,534.8630378,417.0031708,374.4736987,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000059070
Fcgr4,4.04082453,1.34E-07,6.061720446,2.88510396,4.985195675,2.76303204,3.389737209,6.355757267,110.2541569,27.31118601,60.76560983,15.45973057,19.19855065,24.66858818,20.98247676,1317.429838,1030.949544,1358.147791,1669.492995,10.0645212,22.92110383,27.23430519,182.8409484,159.6875452,103.3050956,2.560100799,3.176385418,5.882178937,128.4720042,96.43756412,127.773178,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000059089
Ifitm6,4.282949534,0.103419932,3.493129879,3.212919388,5.783057885,0,0,1.271151453,7.60373496,4.749771479,8.439668031,11.59479792,13.96258229,10.15765396,10.03509758,91.74957801,154.3725496,127.443491,140.3043458,12.07742544,14.10529466,4.189893107,144.4094114,56.41655789,84.69156485,0,0,1.176435787,6.554694091,32.14585471,15.7259296,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000059108
Skap2,0.766807312,0.001229343,0.68577768,0.697129173,1.278462459,386.8244855,527.104136,376.2608302,848.7669149,616.2828494,732.5631851,399.6340351,433.7127123,378.7353833,449.754828,570.4941709,675.7847274,700.9392004,724.6912539,325.0840347,427.5667445,360.3308072,583.4606059,572.7714945,649.6122227,358.4141119,493.9279325,348.224993,1005.490074,949.1956542,963.2131883,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000059182
Csf2ra,1.436540336,2.00E-06,1.342723836,1.263667923,1.414610134,80.12792915,61.01526976,82.62484447,187.2419734,189.9908592,225.3391364,77.29865283,71.55823423,70.378031,56.5614591,184.6754327,193.235569,149.9335188,172.4842416,70.45164838,89.03967256,85.89280869,243.3997338,158.7313324,188.927337,74.24292317,57.17493753,76.46832617,204.5064556,147.3351674,201.4884731,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000059326
