Genes,LB-Log2FC,LB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,H-Control-1 Counts,H-Control-2 Counts,H-Control-3 Counts,H-Lung_Brain-1 Counts,H-Lung_Brain-2 Counts,H-Lung_Brain-3 Counts,H-Lung_Brain-4 Counts,H-Lung_Brain-5 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,Control-H.Brain,H-Lung-Brain,H-LB-Regulated,HLB-UP,HLB-DOWN,MusGeneID,Homo_ID
Thra,-0.986761504,0.640275867,-0.429461365,-0.737604013,-1.335996163,274.624182,1538.847523,420.5193813,227.0998725,330.2348938,352.5191646,666.3353212,302.5673161,2936.575821,2776.808553,3097.358911,2900.143201,2269.037641,2259.452771,2174.036023,1992.579149,3008.285386,2776.098306,2613.445825,1658.379048,1474.480208,1903.233518,4061.173234,4305.590434,4430.457175,1291.274736,1985.899469,1787.841622,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000058756,ENSG00000126351
Pirb,#N/A,#N/A,3.422518706,2.645234941,2.739393769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.8218114,19.19855065,29.02186845,35.57898233,216.434902,265.5639664,251.138644,276.7471041,23.14839875,63.47382598,40.85145779,316.7690316,215.1478902,270.8268722,18.77407253,23.82289064,12.94079366,73.41257382,123.2257764,177.8995787,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000058818,#N/A
Rpl18,0.107276305,0.974039868,0.422044782,0.751182937,1.078396413,2759.601915,4786.669934,12965.56208,10490.63775,5506.161393,7393.355062,6715.464543,6719.583228,4346.503249,5119.904393,3866.438425,4892.566212,6081.350235,6425.352552,5547.540195,6361.321806,2728.491697,3029.112029,3296.398402,5249.980861,5364.354063,4625.462388,178.353689,227.9056538,221.169928,534.8630378,417.0031708,374.4736987,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000059070,ENSG00000063177
Fcgr4,#N/A,#N/A,6.061720446,2.88510396,4.985195675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.45973057,19.19855065,24.66858818,20.98247676,1317.429838,1030.949544,1358.147791,1669.492995,10.0645212,22.92110383,27.23430519,182.8409484,159.6875452,103.3050956,2.560100799,3.176385418,5.882178937,128.4720042,96.43756412,127.773178,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000059089,#N/A
Ifitm6,#N/A,#N/A,3.493129879,3.212919388,5.783057885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.59479792,13.96258229,10.15765396,10.03509758,91.74957801,154.3725496,127.443491,140.3043458,12.07742544,14.10529466,4.189893107,144.4094114,56.41655789,84.69156485,0,0,1.176435787,6.554694091,32.14585471,15.7259296,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000059108,#N/A
Skap2,-0.355794729,0.893090261,0.68577768,0.697129173,1.278462459,1861.506617,1234.998649,851.8908756,751.4941237,1007.178984,854.1245592,781.2867855,1749.065608,399.6340351,433.7127123,378.7353833,449.754828,570.4941709,675.7847274,700.9392004,724.6912539,325.0840347,427.5667445,360.3308072,583.4606059,572.7714945,649.6122227,358.4141119,493.9279325,348.224993,1005.490074,949.1956542,963.2131883,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000059182,ENSG00000005020
Csf2ra,NA,NA,1.342723836,1.263667923,1.414610134,0,0,0,0,0,0,0,0,77.29865283,71.55823423,70.378031,56.5614591,184.6754327,193.235569,149.9335188,172.4842416,70.45164838,89.03967256,85.89280869,243.3997338,158.7313324,188.927337,74.24292317,57.17493753,76.46832617,204.5064556,147.3351674,201.4884731,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000059326,ENSG00000198223
Eif4a1,0.835582502,NA,0.931056109,1.10509345,1.134214219,224.1527107,530.6853605,284.8679679,227.0998725,292.0444639,342.2373556,292.3598908,1941.608445,1664.239995,2107.477264,1853.046301,2348.212834,3168.889271,3192.165238,4054.452237,4785.794106,1254.039341,1410.529466,1527.216037,3231.742877,3148.8089,2637.537305,270.5173178,355.7551668,270.5802311,774.7648416,547.3724704,651.643208,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000059796,ENSG00000161960
Chpt1,-0.538991163,0.888185847,-0.425443253,-0.422944782,-1.181208848,280.5620022,674.9085588,2201.622438,715.7086892,897.8495185,1219.863192,741.8201161,45.30419706,954.6383625,842.9909057,907.6589359,943.2991727,677.5353453,658.5122743,665.9547126,715.680883,694.4519626,631.2119361,604.3920807,517.0788603,436.9892704,486.7438288,1332.959149,1247.525373,1278.785701,519.131772,659.8829619,520.9214182,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000060002,ENSG00000111666
Alox5ap,3.155444447,0.266753841,1.175757298,1.8904142,1.938482103,16.32900542,0,0,2.752725728,88.36217113,79.31681203,13.02783262,53.39423225,75.75267977,104.7193672,84.16341851,61.12286709,185.8517093,161.9292478,198.6619124,190.5049833,58.37422294,96.97390081,97.41501474,380.8215931,229.4910829,328.5288175,27.30774186,46.05758856,8.235050511,74.72351264,123.2257764,119.9102132,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000060063,ENSG00000132965
Atp8b4,4.843196381,NA,2.740408048,2.25768727,3.477184853,0,0,0,0,5.99065567,2.937659705,0,21.03409149,3.091946113,6.108629751,5.078826979,5.47368959,24.70180946,38.86301947,19.99113584,47.62624581,12.07742544,12.34213283,14.66462587,76.86307383,52.5917065,57.70194529,9.387036263,5.558674482,9.411486298,70.79069619,78.57875595,117.944472,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000060131,ENSG00000104043
Golm2,-0.209514541,0.938963423,-0.483749065,-0.540734725,-0.723123882,1515.628594,2330.674888,1922.180527,1882.864398,1729.801825,1993.20211,1758.757403,949.7701312,481.5706071,431.0947282,400.5017847,485.3338103,366.998312,254.7686832,307.3637135,357.8404415,428.748603,437.2641345,384.4226926,259.7040222,265.8271711,333.1822002,1116.203948,1111.734896,1222.316783,726.2601053,707.2088035,656.557561,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000060227,ENSG00000166734
Gtf2i,-0.244696571,0.949609268,-1.843191496,-0.512573138,-0.698853093,436.4297811,193.2310811,65.11267839,111.485392,107.0829701,114.5687285,170.8945102,474.0760621,5352.158722,6118.229027,5059.962765,5859.584706,1525.630804,1743.438235,1554.310812,1414.62822,4714.221729,4775.523824,3990.873184,3149.056843,2578.906044,3721.775471,3542.326139,4199.975619,4239.874577,2130.27558,2766.329386,2481.748266,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000060261,ENSG00000263001
Ppih,-0.033224931,0.993074769,-0.601253749,0.901528377,1.472779442,133.6009534,125.3201577,689.1091796,407.4034077,310.7652629,221.7933077,254.4259076,349.4895202,147.6404269,164.0603419,128.4217679,146.8773373,68.22404518,116.5890584,106.2029091,95.25249163,90.58069077,92.56599622,64.94334316,161.8782919,162.5561837,140.5321571,22.18754026,45.26349221,24.70515153,108.8079219,74.11405391,75.68103622,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000060288,ENSG00000171960
Tnfrsf19,-2.190984128,0.249241546,-2.515940815,-0.802661938,-1.017702827,709.5695081,630.8014642,1916.75447,107.3563034,167.7383588,528.044332,368.2278572,16.18007038,6761.313163,9028.554772,4617.379271,4961.899613,1164.513875,1083.846432,1153.238649,1033.618254,5263.744586,4461.681018,3797.090628,2477.087243,2149.566477,3125.211811,2189.73955,2783.307723,2397.576135,907.1696622,1450.135223,1279.697522,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000060548,ENSG00000127863
Gmfg,0.65598647,0.861735034,1.019565021,0.816435429,2.038392292,739.2586089,1086.574775,2494.629491,1976.457072,3267.902668,2736.430015,3314.050715,50.15821817,40.19529947,76.79420259,58.04373691,61.12286709,125.8616006,131.7024549,112.4501391,106.8372541,41.26453691,61.71066415,59.70597677,109.4716506,77.45324049,100.513066,9.387036263,12.70554167,16.47010102,58.99224682,62.5058286,35.38334161,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,ENSMUSG00000060791,ENSG00000130755
Ctnna3,4.218517933,0.34519712,1.22383962,-1.127307817,-1.699954796,0,0,2.713028266,1.376362864,7.488319587,0,0,72.8103167,84.25553158,104.7193672,132.7750482,73.89480946,190.5568159,223.4623619,283.6242397,229.1208582,112.7226374,94.32915806,142.4563656,37.26694489,33.46744959,88.414271,399.3757246,549.5146774,365.8715299,69.47975737,190.196307,142.516237,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000060843,ENSG00000183230
Ube2s,1.786963894,0.19562222,0.942447209,0.571037211,1.353889403,69.76938678,196.0315316,268.5897983,600.0942086,547.3961618,971.6309474,331.4433886,624.5507166,226.4850528,260.9257565,208.2319061,213.473894,458.74789,361.6419867,408.5688387,518.7399206,179.1484773,157.802984,175.9755105,287.6542309,259.1336811,215.9169566,100.6972981,150.8783074,96.46773456,359.1972362,285.7409307,249.6491325,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000060860,ENSG00000108106
Rrs1,1.554367387,0.390392823,0.727612068,0.972684968,1.089410844,93.52066739,79.81283786,10.85211306,322.0689101,109.329466,173.3219226,85.06408356,213.576929,204.0684435,245.2178514,209.6829996,268.2107899,359.9406522,338.971892,431.0588665,404.1794915,130.8387756,179.8425069,199.0199226,381.9861851,333.7182831,285.7176968,63.14915304,56.38084117,30.58733047,99.63135019,114.2963723,108.115766,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000061024,ENSG00000179041
Prcp,-0.065470229,0.987109412,-1.117783822,1.309520011,0.783556,7195.153569,5038.710475,12134.01892,6614.799924,7821.549809,17449.69865,6352.601087,571.1564843,1225.183647,1583.007767,792.2970088,1272.63283,548.1449148,554.8775558,678.4491725,463.3904998,586.7615858,693.8041812,636.8637522,1709.621097,1594.006813,1452.786074,331.10637,496.3102216,334.1077636,690.8647572,611.6641798,700.786738,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000061119,ENSG00000137509
H2-K1,#N/A,#N/A,2.354791896,0.700826779,1.352212532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12341.50291,16122.41924,10072.03945,15506.05033,74345.38882,56805.85965,68099.80424,77176.40055,5482.144696,5619.196761,6467.100011,7922.719565,12894.53022,7737.644727,1329.545682,1497.665725,949.3836804,3365.179946,2593.991887,3691.661975,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000061232,#N/A
Exosc5,0.537293539,0.848306553,-0.47761136,0.565649727,1.0478439,228.6060758,193.2310811,949.5598932,896.0122244,676.9440907,706.507159,380.1061752,656.9108573,374.8984662,394.4429497,281.512124,332.9827834,241.1367114,290.3931177,214.9047103,245.8544041,254.6323863,308.5533207,230.4441209,441.3803785,345.1928372,390.8841455,54.61548371,63.52770837,79.99763354,152.0689029,96.43756412,160.2079078,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000061286,ENSG00000077348
Cxcl12,0.911987238,0.803248745,-3.860698149,-1.2118622,-1.484866637,2286.060758,7956.779845,632.135586,6896.954311,15707.49917,4560.716692,6743.052894,197.3968586,29868.19945,42575.40404,26095.01302,32984.45347,2043.192526,2669.673532,2287.735608,2051.790157,17384.44746,14419.13747,13117.50784,6138.564578,6436.268663,6817.205633,15375.9654,15659.58011,15872.47164,4834.742362,6947.076378,4974.308108,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000061353,ENSG00000107562
Zic2,-1.416286704,0.628526155,-1.550034758,-0.477832441,-0.738978306,408.2251354,1788.087613,210.2596906,268.3907584,166.9895268,400.2561348,661.7372627,4.854021113,1613.995871,1751.431416,2572.788638,2264.282927,781.0476897,802.0895407,620.974657,595.9716706,2187.020456,1953.583311,2011.148691,1327.634912,1438.14412,1649.158823,1342.346186,1802.598725,1115.261126,719.7054112,931.3368461,901.2923405,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,ENSMUSG00000061524,ENSG00000043355
Akap6,6.49212531,0.006645191,0.609735009,-1.177941148,-2.523064363,0,0,2.713028266,94.9690376,37.44159794,13.9538836,4.214887023,226.5209853,578.9669097,282.7422913,573.1819019,293.7546747,646.9521526,598.0586885,708.4358763,687.3625747,524.3615544,460.1852384,467.1730814,206.1327889,182.6366535,252.2133415,3425.414869,2526.020504,4855.150494,533.552099,625.058286,719.4612794,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,ENSMUSG00000061603,ENSG00000151320
Cd2ap,0.451472894,0.882538407,-1.527919552,-0.690907348,-0.564648676,506.1991679,1206.294032,311.9982506,883.6249586,560.8751371,478.8385319,768.2589529,1925.428375,4575.307261,4500.314804,5291.412166,5989.128693,1611.498998,1725.086253,2040.345302,1682.364953,5466.041462,3787.271617,4443.38164,2465.441323,2664.9652,3352.296886,6031.597482,6398.034329,5966.882313,3352.070558,4987.072181,4095.621791,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000061665,ENSG00000198087
Ext1,2.300624206,0.101921947,1.033798417,0.545966247,0.662246625,51.95592633,252.0405406,84.10387625,393.6397791,1023.653288,502.3398095,872.8647854,401.2657454,394.2231294,420.6227914,436.7791202,395.0179321,745.7593905,783.7375593,858.3693951,985.9920079,393.5227788,394.9482506,506.9770659,674.2987841,673.1738432,543.5150975,395.9622569,414.5182971,372.9301446,807.538312,493.7960459,575.9621718,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000061731,ENSG00000182197
Cyp2d22,#N/A,#N/A,-1.2709481,-0.598252993,-0.79677542,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1637.185467,1985.304669,1992.351269,2739.58164,1045.709934,988.8479398,653.4602528,772.3174997,2700.311037,2664.137529,2576.784261,1748.052634,1601.656516,1895.788106,407.056027,397.0481773,365.8715299,197.9517616,235.7362678,238.8375559,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000061740,#N/A
Rpl34,-0.913723698,NA,-0.913027829,0.526511445,0.879139398,4472.663029,4809.77365,26005.73245,6958.89064,4677.204414,4275.763701,5816.160921,9491.229284,6778.318867,7369.625464,5121.634235,6827.515482,2747.782234,3220.232974,5296.401551,2594.986799,3799.356752,4029.706369,4414.052388,6041.90344,6283.274608,5310.440319,466.7917124,523.3094977,537.6311548,1175.91212,902.762753,733.2214678,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000062006,ENSG00000109475
Rapgef2,-0.402344295,0.894811762,-0.963569711,-0.733204688,-0.746398423,1043.571892,978.0573201,223.824832,304.1761929,952.5142515,466.3534782,696.989045,410.9737876,2270.261434,2197.361388,2596.006133,2590.879739,1157.456215,1192.878792,1185.724244,1415.915416,2577.523879,1905.09636,2265.684698,1227.479997,1387.464839,1442.548632,4147.363294,4551.760304,4843.386136,2288.899177,3010.995057,2768.746481,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000062232,ENSG00000109756
Nectin2,0.529485735,0.824343071,0.714089949,0.630987222,1.383190828,3671.057309,4237.081533,2778.140945,5259.082503,5059.108713,6919.657435,6600.513078,1868.798129,351.7088704,453.7839244,539.8067532,343.017881,709.2948146,696.2957655,592.2373992,773.6046955,566.6325434,697.3305049,634.7688057,1044.639049,1059.483833,838.5395597,132.2718746,169.1425235,187.0532902,466.6942193,406.2878859,399.0454637,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000062300,ENSG00000130202
Serpinb2,7.363963903,0.065606058,7.409794714,5.821346268,5.876715936,0,0,0,0,2.995327835,150.5550599,0,16.18007038,0,0.872661393,0,0,57.63755541,14.03386814,17.49224386,79.80614163,0,0,0,4.658368111,20.08046976,5.584059221,0,0,0,3.932816455,5.357642451,20.64028261,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,ENSMUSG00000062345,ENSG00000197632
Rpl7a,0.72740249,0.697132996,0.582182604,1.128263084,0.644750534,6228.773339,8998.547413,13995.15631,25737.98555,13401.84557,14628.0765,11573.31342,15296.63854,6571.158477,8046.810705,6801.274872,8165.832587,11184.0383,10502.73101,10654.02596,11949.03892,3316.259734,3813.719044,4043.246848,8655.24795,8669.025657,7101.061976,1133.271287,1446.049462,1111.731819,1990.005126,2284.141565,1498.877665,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000062647,ENSG00000148303
Phactr2,0.574055238,0.872790817,-1.180661037,-0.405370992,-0.842111431,2389.972611,1114.57928,267.2332842,1969.575258,2782.659559,2361.878403,2061.846097,181.2167882,2096.339465,2018.465802,2006.862204,1972.352816,852.8005648,964.0187885,807.1421095,946.0889371,2092.413957,2173.97854,1780.70457,1489.513204,1462.049441,1614.723791,5191.88442,5801.667966,5305.725401,2330.849219,3617.301595,3140.271568,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000062866,ENSG00000112419
Impdh2,0.813226751,0.831917081,1.056303005,1.004140772,0.633736247,77.19166197,2.800450451,20.347712,30.279983,29.95327835,13.9538836,45.98058571,173.126753,901.302292,1237.433855,1069.455852,1320.071473,2390.194135,2268.088997,2154.044887,2601.422778,804.1552437,916.8441531,1062.137903,1919.247662,1967.886036,1694.761974,180.0604229,172.3189089,150.5837808,294.9612341,216.9845193,271.2722857,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,ENSMUSG00000062867,ENSG00000178035
Klhl24,-0.426909293,0.866503869,-0.943795914,-0.943465682,-0.887079271,687.3026825,740.7191444,1660.373299,689.5577948,542.9031701,831.3576965,619.971564,1145.548983,2199.91966,2664.235233,2080.142421,2415.721672,1079.821957,1382.875776,1251.944882,1149.465879,2156.826893,1974.741253,1886.499371,932.8382142,981.0743795,1213.602204,3033.719447,3521.817332,2826.975197,1486.60462,1656.404458,1929.374988,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000062901,ENSG00000114796
Mtap,0.380171,0.886201699,-0.920470145,0.448184649,0.667721125,434.9453261,223.3359235,355.4067029,275.2725728,500.2197484,329.017887,333.7424179,760.4633078,719.6504578,785.3952537,529.6490993,677.8252276,314.0658632,361.6419867,372.334905,384.871554,486.1163738,483.9879231,424.2266771,682.4509283,598.5892413,623.5532797,258.5701807,262.051797,224.6992354,406.3910337,429.5043365,349.9019337,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000062937,ENSG00000099810
Kcnma1,1.257603102,0.65180508,0.826895439,-1.244623987,-2.538048805,7.422275189,168.0270271,16.2781696,275.2725728,119.8131134,173.3219226,31.80323845,168.2727319,315.3785035,163.1876805,296.7486049,139.5790845,449.3376769,372.4372699,397.3238248,406.7538832,281.8065935,228.3294574,241.9663269,95.49654628,87.97158179,133.0867448,2490.124711,1864.538241,3430.486756,477.1817298,333.0667724,530.7501242,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,ENSMUSG00000063142,ENSG00000156113
Rpl27,-0.4904573,0.884460152,0.459762482,0.861068484,1.018330206,2339.50114,4821.675565,28636.01335,8669.709679,6790.408202,6048.641332,8137.414156,12821.08777,2386.982399,2885.891227,1746.390934,2343.651426,3066.553203,3317.390523,3257.305696,3233.435932,1381.85876,1544.529766,1650.817884,2803.173011,3047.450339,2463.500793,98.99056423,121.4967422,77.64476196,216.304905,216.9845193,173.9680963,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000063316,ENSG00000131469
Syne2,-0.511153784,0.855620347,-0.798705856,-0.628931054,-0.489762618,3016.412637,3761.705069,569.7359359,2443.044083,1730.550657,1169.188563,1369.455111,1881.742185,1126.241372,890.9872823,1063.651479,735.2989682,609.3113001,538.684631,462.2950163,584.3869081,2217.21402,1582.437745,1934.683142,1116.843755,1192.397418,1396.945482,6810.721492,8399.951239,7842.120958,4977.634693,5249.596662,6188.1533,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000063450,ENSG00000054654
Snrnp70,1.410539558,0.455757603,0.657164752,0.478613235,1.072942496,92.03621235,889.8431309,172.2772949,1112.101194,1148.708225,1366.011763,973.6389024,517.7622521,1107.689695,1227.83458,1467.780997,1485.194442,2257.274874,1914.003709,1976.623556,2192.094503,1504.645919,1374.384649,1270.585085,1876.157757,2009.959401,1895.788106,581.1428814,561.4261227,629.3931462,1230.97155,1403.702322,1090.003496,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000063511,ENSG00000104852
Slc22a8,2.799936383,0.584468403,-3.213958869,-1.003004961,-1.302704425,0,0,5.426056532,0,2.995327835,15.42271345,0,43.68619002,8372.990075,10862.01636,7658.145538,14542.68096,897.4990772,1455.204173,1293.1766,818.6565497,5124.854194,6388.816901,4507.27751,2735.626673,1677.197331,3581.243314,1676.012656,2019.38703,1447.016018,618.7631222,734.8899562,730.272856,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,ENSMUSG00000063796,ENSG00000149452
Klk8,20.43927425,NA,-2.873863031,0.881757139,1.705571171,0,0,0,0,0,0,0,131.0585701,231.122972,289.7235825,145.1093423,194.3159804,36.46457587,34.54490619,22.49002782,23.16952499,82.52907382,81.10544431,73.32312937,143.2448194,158.7313324,134.9480978,48.64191518,39.70481773,29.41089468,221.5486603,72.32817309,94.35557763,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,ENSMUSG00000064023,ENSG00000129455
Gpn1,-0.91086872,0.60264444,0.384769046,0.488275538,0.609930893,1021.305066,924.8487616,2624.854847,1055.670317,822.2174907,831.3576965,837.2298314,504.8181958,548.8204351,602.1363612,486.8418433,574.7374069,722.2338576,736.2383133,712.1842143,715.680883,402.5808479,396.7114124,403.2772115,532.2185567,612.932434,540.7230679,179.2070559,196.9358959,174.1124965,281.8518459,265.2033013,293.8783095,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000064037,ENSG00000198522
Fbln2,-4.34708362,0.011870958,-1.444012609,-0.743695521,-1.50619224,4474.147484,4155.86847,733.874146,19.26908009,265.0865134,246.0290003,227.2207277,8.090035189,4510.376393,4364.179627,2427.679296,3806.95111,1159.808768,1463.8404,1845.431727,1083.818891,1784.439608,1721.72753,1988.104279,915.3693338,914.1394803,1449.994044,3560.246844,4920.221013,2785.799944,932.0774998,1342.982374,1689.554562,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,ENSMUSG00000064080,ENSG00000163520
Rab44,6.14809122,0.043357383,4.32078646,3.979770821,7.331626294,0,0,0,1.376362864,2.995327835,9.547394041,3.448543928,56.63024632,0,0,0,0,3.528829923,2.159056637,2.49889198,3.861587498,0,1.763161833,2.094946553,25.62102461,20.08046976,15.82150113,0,0,0,15.73126582,34.82467593,31.45185921,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,ENSMUSG00000064147,ENSG00000255587
mt-Rnr1,0.946224868,0.781753575,1.219680557,1.280948152,1.448326829,23524.15899,47868.09956,306323.952,158625.8201,62712.43005,92874.84599,117292.2593,781471.5111,13160.86863,14247.0699,14599.45093,18511.10591,32408.77402,29432.26008,38625.37333,40477.16016,6935.461557,5906.59214,8890.953173,26548.03986,15986.92256,10276.53032,72424.39824,80935.88865,109294.4139,245136.3824,314596.3,157022.4242,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000064337,ENSG00000211459
mt-Rnr2,0.558453894,0.854285639,1.336178543,1.435630353,1.080424473,602132.0747,883624.0306,1754024.322,1597732.938,543867.6656,821338.0737,1122538.216,3866452.72,22030.88904,25778.41755,22770.55799,28848.1687,54733.32839,50023.18323,73050.10925,73229.85812,12228.39325,10429.98382,14604.9199,47964.88726,33116.51948,19716.38243,1499449.331,1765418.339,1475790.461,2483568.347,5080375.525,2460922.221,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000064339,ENSG00000210082
